name_of_work,content,source
VIST Story 48733,nothing like gather for a night concert . the weather is perfect . the guys are performing and the crowd loves it . hey grabbed a photo of some people getting a view of the concert from up high . the guys are doing it up . the crowd is wild tonight . everything is over and the night crew have their work to do .,vist:test.story-in-sequence.json:story_48733
VIST Story 48734,"a huge crowd built up in anticipation for this band . the band members came out and sung their songs . people gathered all over , even on the rooftops . the concert perhaps got a little too crazy . by the end of it , huge riots occurred and made the streets a big mess .",vist:test.story-in-sequence.json:story_48734
VIST Story 48735,ready to go in the pool . seating in the shade to avoid a sunburn . dancing the square dance with his girlfriend . and dipping her . the guys doing a beer chug contest,vist:test.story-in-sequence.json:story_48735
VIST Story 48736,there were a lot of people at the party last week . i had a great time there . i met a lot of new people . everyone was having a good time playing around . after a while we got tired and fell asleep .,vist:test.story-in-sequence.json:story_48736
VIST Story 48737,"the day started innocently enough on the swing . or so we thought at least , she was n't so sure . some fun dancing started . with the obligatory dip . then , somebody brought out the beer bong . the night got wild .",vist:test.story-in-sequence.json:story_48737
VIST Story 48738,this is a photo of a couple . this is a picture of a girl . this is a picture of friends . this is a picture of friends having fun . this is a picture of friends drinking .,vist:test.story-in-sequence.json:story_48738
VIST Story 48739,the day was nice with us sitting on the swinging chair . wonder shirt girl takes her glasses off for a serious photo . some of the party goers were dancing and having a fun time . the party goers really got down with the dancing . later that night it was essential to take a picture of the men drinking beer .,vist:test.story-in-sequence.json:story_48739
VIST Story 48740,[male] and her dad are at the bowling alley for some quality time . they are there with some of her dads coworkers . [male] has been bowling on a league for many years and is pretty good . [male] is new to the sport but he does ok for a beginner . this is [male] watching as her dad scores a strike to win the game .,vist:test.story-in-sequence.json:story_48740
VIST Story 48741,"it had been a long time since the family had all done something together . bowling sounded like a good idea and they had n't done that in a while . everyone was really excited to find out it was half price bowling . even the little ones wanted to get in on the fun . no one get any strikes , but they still had a great time .",vist:test.story-in-sequence.json:story_48741
VIST Story 48742,"this dad and his daughter were ready to have a great day , but she needed a quick bite first ! come on , get a strike ! looking over his shoulder , the man sees just 9 pins fall . go for the spare ! about to try for another strike ! she loved her day at the bowling alley , but i think she loved the fish most of all .",vist:test.story-in-sequence.json:story_48742
VIST Story 48743,a father and daughter decided to go out bowling with some friends . the fathers bowled and had fun keeping track of each others scores . some of the guys did better than others . the youngest of the group kept getting strikes and ended up leading with the best scores of the night . the daughter was tired and wanted to go home later in the evening . it was a fun night of bowling .,vist:test.story-in-sequence.json:story_48743
VIST Story 48744,the parents took the girl bowling for her birthday the people there were professinals and were very good . the guy in the red own everything and the girl was impressed .,vist:test.story-in-sequence.json:story_48744
VIST Story 48745,"last night , my friends and i went to a party . there were lots of our friends there celebrating . some people were wearing wigs and silly hats . some had even painted their faces . by the end of the evening , it had gotten quite cold and we had to wrap up in blankets .",vist:test.story-in-sequence.json:story_48745
VIST Story 48746,here is [female] getting ready for the costume party . i love dressing up ! the gang is all here ! it got cold but it was still fun . i enjoyed spending the time with my friends .,vist:test.story-in-sequence.json:story_48746
VIST Story 48747,"the camping trip started at night . we got to the cabin and decided to take a picture . it was the first time we had seen each other in years . some of us decided be silly and wore wigs . others decided that face painting was the way to go . as the night wore on , we snuggled together in blankets .",vist:test.story-in-sequence.json:story_48747
VIST Story 48748,hanging out with the best friends after a long day . everyone dressed in their best attire for hang out night . my best friend [female] enjoying her light night . [male] ca n't get enough of talking to [female] . think the crew getting tired and cold . we called it a night and all parted separate ways .,vist:test.story-in-sequence.json:story_48748
VIST Story 48749,ive got an interesting group of friends . they all think they belong in different time periods . so each weekend they get together and play dress up . i think the goal is to look like there from the 70s . but maybe its just to hang out .,vist:test.story-in-sequence.json:story_48749
VIST Story 48750,i went to the bar to meet my friends . they were already drinking when i got there . we had great conversation . i had a few cigarettes while i was hanging out with them . i had a great time .,vist:test.story-in-sequence.json:story_48750
VIST Story 48751,"she was drinking too much that night . she was completely unaware of the beer foam on her mouth . not wanting to embarrass her he kissed the foam off . he was always protective of her , which was one of the reasons she loved him . if only he could get her to stop smoking he thought to himself .",vist:test.story-in-sequence.json:story_48751
VIST Story 48752,"all of our friends gathered at the local bar for some fun times . [male] decided to light up a cigarette . [male] became distracted at the basketball game on television . [female] became so drunk that she missed her mouth while eating cake . after wiping off her face from her cake eating mishap , [female] decided to have a smoke .",vist:test.story-in-sequence.json:story_48752
VIST Story 48753,"we had n't seen [female] in awhile but when we did , we started right where we left off . drinking . she somehow got to eat some cake sometime during the night . she found her old boyfriend too . they started to make out almost immediately . they could n't keep their hands off each other all night . as the night wore on , they were less intimate , which was a relief to us .",vist:test.story-in-sequence.json:story_48753
VIST Story 48754,it was the fight of the festival and what way to start it off then my drinking . we played various drinking games with our friends . by the end of it we were pretty drunk . some of us did n't really come out of it to well . after sobering up we went on to other festival activities .,vist:test.story-in-sequence.json:story_48754
VIST Story 48755,all over the world people protest as a way to get their message out no matter how wrong or hateful it may be . here is an older poster of people protesting the g8 summit and they are calling to an end to corporate power . here is another poster where people somewhere in the world are protesting the dropping of bombs as a solution . in still another part of the world trade [male] signs are being seen like in this picture . the lists of groups and places protesting is endless from location to location location and all across the globe it will never end as long as people are not happy with the situation they are in .,vist:test.story-in-sequence.json:story_48755
VIST Story 48756,my friend kept pulling on her ears making faces . we had a lot of food for everyone that night . everyone kept kissing my friend . we played a drinking game . we finished all the beer .,vist:test.story-in-sequence.json:story_48756
VIST Story 48757,it was time to go to the anti-president parade . there was just so much hate around . look at this horrible bush poster . even this little girl was embarassed . people were just confused at what to do .,vist:test.story-in-sequence.json:story_48757
VIST Story 48758,this is a sign of a socialist . this is a sign of the g8 summit . this is a picture of a sign . this is a picture of a protest . this is a picture of a socialist movement .,vist:test.story-in-sequence.json:story_48758
VIST Story 48759,i took some photos of the signs at the demonstration . this sign had a strong message . this sign expressed a common theme here at the demonstration . hundreds gathered for this peaceful demonstration . location had a share of demonstrators represented as well .,vist:test.story-in-sequence.json:story_48759
VIST Story 48760,"[male] showed us his new tat before we headed out for the night . cool . the jazz band was half way through their set when we arrived . the lights were cool ... or just too much to drink . spotted these two trying to get it on in the bathroom . on the way home , we ran into a detour . [male] take longer getting home .",vist:test.story-in-sequence.json:story_48760
VIST Story 48761,i spent yesterday relaxing at home . i smoked all of my cigarettes . i also bought a new chandelier . my dog was relaxing with me . after a few hours i left to go to a bar .,vist:test.story-in-sequence.json:story_48761
VIST Story 48762,we visited with some friends . one of them showed me his tattoos . we went to a bar and watched some bands . the decor was brilliant . my husband had a great time too . the walk home was n't as much fun .,vist:test.story-in-sequence.json:story_48762
VIST Story 48763,"he showed off his amazing , but slightly creepy tattoos right after he got to the party . the live entertainment they had hired was great . the lights at the party were strange , but mesmerizing . he caught her in a corner and begged for a kiss . after the party , they were startled to discover that there was something going on with the police involved .",vist:test.story-in-sequence.json:story_48763
VIST Story 48764,[male] showing off his tattoos to the girls . [male] sings another original ballad . the lights in the restaurant gave off a friendly glow . [female] and [male] get caught sneaking a kiss ! we were surprised to see the street had been closed .,vist:test.story-in-sequence.json:story_48764
VIST Story 48765,our family loves to play dress up . it 's a great to pass the time . we have a lot of different things to try . the kids really enjoy it . we should do it again sometime .,vist:test.story-in-sequence.json:story_48765
VIST Story 48766,"some friends had a theme party for halloween . everyone dressed up in costumes and enjoyed time together . he played the part of a sheriff from the old west . boas and gloves were popular . this little guy was n't in costume , but he did get to play cops and robbers .",vist:test.story-in-sequence.json:story_48766
VIST Story 48767,"he liked to think of himself as [male] draper . she knew he was no [male] draper . she put on the evening gloves he had given her . the children enjoyed the hot chocolate around the christmas tree . after the children had all gone to bed , they tried to smoke but found it disgusting .",vist:test.story-in-sequence.json:story_48767
VIST Story 48768,"the guests had arrived at the reading of their eccentric relative 's will . it was late in the evening and nerves are on edge . they all regard each other with suspicion . one guest had already died under suspicious circumstances . the deputy was stumped , he knew there was a murderer but could not determine who . everyone professed innocence . . . indeed , some were not sure any foul play was afoot ! revealed ! the identity of the assassin stunned them all !",vist:test.story-in-sequence.json:story_48768
VIST Story 48769,[female] was unhappy with her gift . [male] poured himself another glass of wine . [male] was also enjoying the wine . [female] loved the new gloves she received . at the end of the day [male] played with his new toy gun .,vist:test.story-in-sequence.json:story_48769
VIST Story 48770,a host is getting ready to have a party . looks like this is going to be a really big party . the guests are starting to arrive . the party 's in full swing and everybody is having a great time . this will certainly be a party to remember !,vist:test.story-in-sequence.json:story_48770
VIST Story 48771,the list of the drinks to buy for the party . got several bottles of liquors . as well as cans of beers . smoking hookah and partying . having a good time with his girlfriend .,vist:test.story-in-sequence.json:story_48771
VIST Story 48772,"my brother went out to buy all the liquor for his roommate 's birthday . he came back with so much alcohol . his best friend brought beer for the beer drinkers . they nixed the no smoking in the house rule for the night . his roommate finally showed up with his girlfriend , who was in on the surprise .",vist:test.story-in-sequence.json:story_48772
VIST Story 48773,"we were proud of the alcohol we had next to the window . we bought a lot of alcohol from the grocery store . we were preparing for the night . the guests enjoyed the alcohol we brought . lastly , this couple got intimate at night .",vist:test.story-in-sequence.json:story_48773
VIST Story 48774,"he ran down the stairs yelling `` i found it ! '' offering up the missing document . it was time to celebrate now that the important paper had been found . he presented an array of liquor bottles . the beer delivery was finally there . the party could get started . he wondered if anyone would be upset if he told them he really did n't like being enveloped in smoke all that much . they were feeling no pain , having sampled a bit from every one of the liquor bottles on the window sill .",vist:test.story-in-sequence.json:story_48774
VIST Story 48775,"everybody was excited about the concert . the venue was crowded with people . there were even booths set up to buy food . when the singer come out , everybody cheered . the performer was so happy to see his fans , so he smiled brightly .",vist:test.story-in-sequence.json:story_48775
VIST Story 48776,the holiday season was in full swing . there were many people waiting for the party . [female] was shy but exited . she was waiting for bing to show . bing was a local celebrity .,vist:test.story-in-sequence.json:story_48776
VIST Story 48777,here is my ticket to the concert . here are a few of us walking to our seats . getting something to eat before it starts . here is who we have been waiting for . the best singer of all time about to get on stage .,vist:test.story-in-sequence.json:story_48777
VIST Story 48778,"i attended this street party in location . the place was crowded with people and ladders . the street food had a lot to be desired however , did n't even get buns with the hotdogs . the reason for this party was because of an asian boyband . all the girls fangirled for these guys as they walked down the street singing .",vist:test.story-in-sequence.json:story_48778
VIST Story 48779,i was the vip at a chinese concert today . there were many people on the streets . some people even brought grills to make food . the celebrity finally came out . everyone had a great time .,vist:test.story-in-sequence.json:story_48779
VIST Story 48780,we were not sure what to expect from our trip to location . we explored a bit for ourselves and found some areas where there was a lot of poverty . we also met lots of locals who were quirky and fun . we found a lot of beautiful architecture and art . a lot of it was religious . we decided that the next time we visited we would pay more attention to the history of location .,vist:test.story-in-sequence.json:story_48780
VIST Story 48781,"during their trip to location , the couple saw many buddah statues surrounding the markets . the markets themselves were filled with many people selling many different things . the streets were filled with many people . you could even buy a lot of fun toys and accessories . there was even a man selling fresh fish that he caught himself .",vist:test.story-in-sequence.json:story_48781
VIST Story 48782,i went on vacation with my wife yesterday . there were a lot of things at the market . i took many pictures . i bought some statues while i was there . they were very expensive .,vist:test.story-in-sequence.json:story_48782
VIST Story 48783,"our visit overseas , led us to the town market , where another day , we discovered many new things . the religious statues being our favorite .",vist:test.story-in-sequence.json:story_48783
VIST Story 48784,a nice couple having fun on vacation in a foreign country . an assortment of items looking in a vintage state . a happy gentleman having fun with a party toy . looking through a window you can see a beautiful figure of a golden statue . the profile of a vintage golden statue .,vist:test.story-in-sequence.json:story_48784
VIST Story 48785,i went to the concert last night . there were a lot of band members there . they were all very well dressed . they had practiced for a long time . i had a great time at the concert .,vist:test.story-in-sequence.json:story_48785
VIST Story 48786,the jewish rock band started playing . they brought in their kosher drum set . they sang songs about organization organization . then they laid down some riffs . the jewish band rocked the socks off the house .,vist:test.story-in-sequence.json:story_48786
VIST Story 48787,two friend play guitar at the party . banging out a beat on the drums . strumming the guitar for the fans . three friends have a jam session . the man is doing his big guitar solo .,vist:test.story-in-sequence.json:story_48787
VIST Story 48788,my friend and i went to a charity concert to benefit kids in need . a lot of different artist played and donated their time and talent to the charity . the guitars are always my favorite . then everyone came out and played together . it was amazing . this was my favorite singer/guitar player . he was awesome ! !,vist:test.story-in-sequence.json:story_48788
VIST Story 48789,"my favorite band has a top-tier guitarist . to me , the band 's drummer is even better . he can handle at least five different styles of drumming . the band would n't be the same though without the contributions of every member . i could listen to these guys play for days .",vist:test.story-in-sequence.json:story_48789
VIST Story 48790,"our trip to the ski lodge was a ton of fun ! they had great food for every meal . the vast array of options was magnificent . the snow pack was light , but beautiful nonetheless . the scenery alone was worth the trip .",vist:test.story-in-sequence.json:story_48790
VIST Story 48791,i ordered a lot of food . after i ate i got back on the road . there was a lot of snow on the road . i went for a drive . it took me a couple hours to get back home .,vist:test.story-in-sequence.json:story_48791
VIST Story 48792,it was a great day for a hike . but breakfast came first . the table was full of goodies . then the trail was ready . it was too snowy outside .,vist:test.story-in-sequence.json:story_48792
VIST Story 48793,"here at a small town in location . we are being treated so nice . here is the building we are staying in . this is a loving place . 5 stars . decided to take a long walk down this street . i left here with 100 's of pictures . i love the snow as black and white , i love the tree and all of this picture . this picture just looks great , sun is in the perfect position .",vist:test.story-in-sequence.json:story_48793
VIST Story 48794,this odd shaped restaurant is actually modern looking to me and this is where we are going to have a great meal . this is my plate i like to try new things does n't it look awesome ? a smorgasbord of different asian cuisine looks very interesting . the icy road leaving the restaurant and it looks like a [male] [male] movie . lol ... epic view of a cold winter day .,vist:test.story-in-sequence.json:story_48794
VIST Story 48795,"the pre-opera tailgate was a success . we included lots of champagne for everyone . the wide variety of cheeses went well with the champagne . what was supposed to be just a snack , ended up being so filling that we were able to skip dinner . we had so much left that we were able to include anyone who passed by !",vist:test.story-in-sequence.json:story_48795
VIST Story 48796,"she stood at the porch waiting for her date . once he got arrived , she realized she had forgotten to tell him to wear black slacks and a tie . he made a quick change and was the first to pop a bottle of champagne . all the women had dresses on . there was an array of finger foods on the small table .",vist:test.story-in-sequence.json:story_48796
VIST Story 48797,"yesterday , i went to a wonderful tailgating party . they really went all out to set it up . they had waiters and served champagne . everyone got very dressed up . i had a wonderful time at the event .",vist:test.story-in-sequence.json:story_48797
VIST Story 48798,"great food and great conversation , there is nothing like getting together with friends and family . uncle [male] topping off his glass . he loves a good drink . dad and uncle [male] they are always together . mom and cousin [female] . mom always know were to find the food . the perfect way to end the vacation with a table set up for all friends and family before departure .",vist:test.story-in-sequence.json:story_48798
VIST Story 48799,[female] stood outside of her new studio and sighed with contentment . she and [male] had worked a long time to build their art business into something very special . [male] served food and drink to all the guests who attended the grand opening . [female] talked to prospective clients . everyone enjoyed the wonderful food and many new friends were made .,vist:test.story-in-sequence.json:story_48799
VIST Story 48800,"out to dinner with friends . we are trying a new place . everyone ordered something different so we could all try it . we were n't sure what this was , but i guess we 'll try it . this did n't look any better but i 'll give it a go . had to wash it all down with lots of drinks . still a fun night .",vist:test.story-in-sequence.json:story_48800
VIST Story 48801,i made a lot of food for the party tonight . i spent time making some sauces . it took me a few hours . everyone enjoyed it . there were a lot of leftovers afterward .,vist:test.story-in-sequence.json:story_48801
VIST Story 48802,the friends gathered for a meal . the dishes were placed on the table . they all looked amazing ! each dish was fresh and appetizing . the friends gobbled up their food . then they made some drinks . it was a great time .,vist:test.story-in-sequence.json:story_48802
VIST Story 48803,"it was time to have a super dinner with family , we started out with all these taco ingredients , then we moved to this squid like substance . then we had a bunch of shrimp scampi , and finished it off with some strong drinks .",vist:test.story-in-sequence.json:story_48803
VIST Story 48804,everyone was at the table drinking and chattering having a good time . the food served at the restaurant was very unique . here is one of the main courses that was served . definitely interesting food and we passed it along to each other . the drink was lit up on fire and looked exotic .,vist:test.story-in-sequence.json:story_48804
VIST Story 48805,"fireworks are an american tradition . even though they were invented in location , americans use them to celebrate july 4th . the displays of patriotism are common all over the location . in most areas fireworks are illegal . they 're still commonly sold because americans love to blow stuff up .",vist:test.story-in-sequence.json:story_48805
VIST Story 48806,fireworks with the kids ! the night was clear and warm . this red and green one reminds us of a sci-fi tree . the fireworks kept blossoming out for well over an hour . this beauty crackled and sent of little trails . only got the very beginning of the finally because i set the camera down to enjoy the stunning show !,vist:test.story-in-sequence.json:story_48806
VIST Story 48807,"the fireworks display was so full of color . the red and green ones were bright , and loud . some were colorful in a burst , like an array of color . some rained color down like they were coming from a cloud . the big , round bright ones indicated the finale , and it was grand .",vist:test.story-in-sequence.json:story_48807
VIST Story 48808,"i wish i could be close to the action . with all the other people , with their friends . i miss my family and friends . i miss what i had in the past . i wish i didnt have to feel so alone now .",vist:test.story-in-sequence.json:story_48808
VIST Story 48809,the fireworks started with a bang . everyone immediately heard the noise and looked up to see the bright colors exploding in the sky . the fireworks continued as the night went on in celebration of our country 's independence .,vist:test.story-in-sequence.json:story_48809
VIST Story 48810,the whole family got together for the birthday party . there was plenty of spirits and fun . the birthday boy was happy and having a great time . his parents were very proud of their son . the birthday boy loved his new pet chicken .,vist:test.story-in-sequence.json:story_48810
VIST Story 48811,i invited my entire family to dinner tonight . they were happy to come . it was also my birthday . we all took pictures together . my uncle bought me a chicken .,vist:test.story-in-sequence.json:story_48811
VIST Story 48812,today was my birthday and my whole family was there . we had a lot of food and drinks . we even took many pictures together . my parents were also having a great time . someone gave me a chicken as a present .,vist:test.story-in-sequence.json:story_48812
VIST Story 48813,my family threw me a surprise party this weekend . i got to be a king and i was in charge of blowing out all the candles in the house . here i am looking cool with my king 's hate on . my mother and father also enjoyed the day with me . here is my pet chicken [male] he made a guest appearance at my birthday .,vist:test.story-in-sequence.json:story_48813
VIST Story 48814,"today is my birthday . i decided to have a party . my dad came home unexpected . but he was a good sport about it . i loved being the birthday boy and wearing my special crown all day . here 's my family picture . see , i 'm wearing my crown ! my dad decided to join the fun and take a selfie with our neighbors chicken . i think he drank too much !",vist:test.story-in-sequence.json:story_48814
VIST Story 48815,"the holiday party was in the museum of natural art this time . some of the decorations were odd for a holiday party . the food was very good , though , and most people enjoyed it . [female] and [male] had n't attending a party in a while , so everyone was very excited to see them . [female] and [male] had a lot of people wanted to take pictures with them . the party went on for a long time . at the end of the night , no one wanted to go home because they enjoyed talking to their friends so much .",vist:test.story-in-sequence.json:story_48815
VIST Story 48816,"[female] was at a work party . her coluges were busy setting up . the chef was making sure everyone was having a good time . the [female] were all happily chatting . [female] and her son were having a good time , too .",vist:test.story-in-sequence.json:story_48816
VIST Story 48817,i went to the christmas party last year . everyone was having a great time . i got to dance with a lot of the people at the center . they were all very nice . i made some new friends .,vist:test.story-in-sequence.json:story_48817
VIST Story 48818,"had our christmas party at the weirdest place . it looked like a bunch of gecko lined up against the wall . food was great , several different combinations of food too . plenty of friends and co workers with there spouses . we had a raffle but i did n't win a darn thing . here are some ladies i got to me and they were so much fun to be around . they used the word yolo several times in the evening .",vist:test.story-in-sequence.json:story_48818
VIST Story 48819,this is our work christmas party . these people do n't ' believe in christmas but wanted to attend the party anyways . this it the owner of our business and her husband . these women all work in the front office . there are n't a lot of employees so there is a lot of room at the tables .,vist:test.story-in-sequence.json:story_48819
VIST Story 48820,it finally got dark after everyone went hiking in the snow . the guy to a cigarette break . the lady drank some coffee . the couple got cozy after the hike . everyone came together to celebrate their big hike . after they all called it a night .,vist:test.story-in-sequence.json:story_48820
VIST Story 48821,i went to the ski resort last night . it was very dark at night there . the only light was from the lodge . we did some night time skiing . when we got back inside we had a warm espresso .,vist:test.story-in-sequence.json:story_48821
VIST Story 48822,we went for a walk outside . it was really cold out . we walked up to a cabin where a party was going on . we hung out there for quite sometime . the night ended and we made our way back home .,vist:test.story-in-sequence.json:story_48822
VIST Story 48823,"it was night time and everyone was home from skiing . [male] was out on the porch smoking . [female] joined him sipping her hot chocolate . they headed out after that , over to the mountain again . they were going to do some night time tubing tonight .",vist:test.story-in-sequence.json:story_48823
VIST Story 48824,"we had a full day of skiing . the evening moon looks beautiful . my friend enjoys a cigarette outside while we walk to dinner . i keep telling him smoking is bad , but he does n't listen so i just give him this disappointing face . but i always forgive him . we walk towards the lodge for dinner . the rest of our group is already there . we had to fun weekend away .",vist:test.story-in-sequence.json:story_48824
VIST Story 48825,[female] sees the luncheon destination that she and her friends are looking for . they have entered and are being shown to the dining area . she knows that she is not in the location as she sees a man lighting a cigarette inside a building . people know each other so conversations are not restricted to only the people at your table . [female] loves the casual camaraderie and talks with people all over the room . it was a lunch with some excellent conversation .,vist:test.story-in-sequence.json:story_48825
VIST Story 48826,today we went to a board meetings there were lots of executives there [male] [male] was sitting at a table enjoying a nice drink then i saw brad smith chatting in the hallway and said hello after the meeting we walked home,vist:test.story-in-sequence.json:story_48826
VIST Story 48827,"this is the cafe i arrive to for the meeting . a couple of my friends are happy to see i made it . i told him to put the cigarette away , but i still captured the moment . it was fun watching everyone socializing . i caught my friend off guard at the end of the event . this was the way to end the night .",vist:test.story-in-sequence.json:story_48827
VIST Story 48828,"every year , my best friend and i travel with our husbands to a boutique hotel . this year , it was the location location . what a lovely place ! as we traditionally do , we posed first thing in the lobby . my husband [male] liked the smoking allowed policy . everyone was friendly , and we talked a lot during meals . i love the hotel week of the year . it 's a great chance to not be myself for a week .",vist:test.story-in-sequence.json:story_48828
VIST Story 48829,the building was quite luxurious and many people came to the event . there was smoking before a sit down dinner that had a nice amount of talking .,vist:test.story-in-sequence.json:story_48829
VIST Story 48830,the guys got together for drinks . they played a drinking game together at the kitchen table . [male] 's bandanna did not go unnoticed and many jokes were made about it . his response was to point out the silly hat that [male] showed up in . then of course [male] 's headband became the highlight of joking .,vist:test.story-in-sequence.json:story_48830
VIST Story 48831,all of my friends were at my apartment last night . we played a lot of drinking games . i was n't very good at them . we played until late into the night . after we were done everyone had had a lot to drink .,vist:test.story-in-sequence.json:story_48831
VIST Story 48832,"the family decided it was time for a game night . they got everyone seated around the table , and gave the adults some beers , and then they began playing . it was a fun time and brought them closer together as a family .",vist:test.story-in-sequence.json:story_48832
VIST Story 48833,people are sitting and drinking . this is a photo of people having fun . people are playing a game . friends are having fun in the picture . a person is wearing a bracelet .,vist:test.story-in-sequence.json:story_48833
VIST Story 48834,my friends and i had a party at home and we had a lot of fun . someone had an idea to do a bottle cap toss game . it was surprisingly fun and competitive . i did n't win or get any bottle caps in at all but it was still a blast . [male] thought he could give himself some good luck by kissing his bottle cap . it did not work and he hit [female] in the face instead .,vist:test.story-in-sequence.json:story_48834
VIST Story 48835,"the family decided to get together for the 4th of july . the kids decided to go swimming in the pool . the kids occupied their time playing games in the pool . at the 4th of july get together , they family had a great time catching up . the grandparents came by to be with their grand kids during the 4th of july .",vist:test.story-in-sequence.json:story_48835
VIST Story 48836,"[female] and i are having a little party today . my girls , [female] and [female] are so excited . my husband was welcoming guests as i was fixing food . our good friends [female] and [male] came first . we sat and ate and chatted and had a great old time .",vist:test.story-in-sequence.json:story_48836
VIST Story 48837,the family has all came together on this hot sunny day . the boys are enjoying their self in the pool . this was a good day to be in the pool . the older folks are on the side enjoying the weather and kids playing in the pool . it still have n't cool off and older folks are soon going inside to the air conditioner . every one enjoyed the day though .,vist:test.story-in-sequence.json:story_48837
VIST Story 48838,the neighbors invited our family over for a pool party . the girls like the pool even though they can not swim . the neighbor boy made unwelcome advances and was repelled with the help of the pool sweep . mr. jones showed off some vacation videos on his laptop . mrs. jones was embarrassed by the topless shots at the beach and left the table .,vist:test.story-in-sequence.json:story_48838
VIST Story 48839,"they were trying to teach dad how to use his new laptop they had gotten him . the youngsters laughed at his inability in the pool . grandma told them to get on the other side so as not to splash it . grandpa moaned , he 'd never figure this new fangled gizmo out . grandma made everyone laugh when she told him to chillax .",vist:test.story-in-sequence.json:story_48839
VIST Story 48840,"[male] bought a new drum set so we decided to throw a house party . first step was to setup the instruments . next up , add some alcohol . soon , beautiful women showed up to make it a party . finally the music started and we rocked until the cops showed up !",vist:test.story-in-sequence.json:story_48840
VIST Story 48841,we came to the party excited . there were so many cool people there . some old friends stopped by as well . the band began to play and they rocked out . the music carried us through the night .,vist:test.story-in-sequence.json:story_48841
VIST Story 48842,[male] is playing those drums so well at my 16th birthday party . [male] [male] is really playing that guitar well . [male] is taking pictures . this has been a good 16th birthday party . we are having fun .,vist:test.story-in-sequence.json:story_48842
VIST Story 48843,"our first live performance , our drummer was ready . and our guitarist was jamming it out . between sets we could mingle with the crowd . one of the best things about being in a band are the hot girls that are always around . back to business and playing our encore . it was great .",vist:test.story-in-sequence.json:story_48843
VIST Story 48844,"last night we all decided to get together for a fun jam session . the boys rocked out playing the electric guitar , drums and bass . a full band played and entertained our friends . everyone mingled , joked , and drank . there was plenty of beer to go around the girls had fun and met many cute guys . all in all , the music was great and it was a fantastic night .",vist:test.story-in-sequence.json:story_48844
VIST Story 48845,i went to my friends party yesterday . he was very happy to see me . some of the people there were complaining about pain on their body . there were quite a few people complaining about it . i decided to leave after hearing all of that .,vist:test.story-in-sequence.json:story_48845
VIST Story 48846,"she loved her aunt . everyone said she had her mothers blue eyes . she certainly did n't get her mothers big feet though . fortunatly , her feet were of average size , like her aunts . her hands she thought were unique unto herself .",vist:test.story-in-sequence.json:story_48846
VIST Story 48847,"i found a box of old photos in the garage . they have such an odd tint to them . oh , whats going on here ? alright what did i stumble into ? ok thats enough of that , putting these back !",vist:test.story-in-sequence.json:story_48847
VIST Story 48848,this is a picture of two friends . this is a picture of two women . this is a picture of a woman 's shoes . this is a picture of legs . this is a picture of hands .,vist:test.story-in-sequence.json:story_48848
VIST Story 48849,[female] has n't been able to hang out with her best friends in a long time . [female] and [female] have been friends since high school . [female] and [female] have been friends for about 5 years . they love hanging out and comparing their favorite fashions . [female] loves [female] 's shoes . she told her she would love to borrow them sometime . [female] also loved [female] 's shoes . these were [female] 's favorite pieces of jewelry .,vist:test.story-in-sequence.json:story_48849
VIST Story 48850,"friends , family and coworkers of my uncle 's retiree party . my grandma , grandpa and my son enjoying lunch and chatting about life . [male] is bringing out all the cake.there were enough deserts on the table . not only did we have cake , but there were cupcakes and other deserts.so many sweets ! there are the signs i helped to make for the retiree party.the main one i worked on was the congratulations retirees .",vist:test.story-in-sequence.json:story_48850
VIST Story 48851,we had a party at work today . we had a great time . we made a lot of conversation . and learned a lot of things . there was a lot of food there .,vist:test.story-in-sequence.json:story_48851
VIST Story 48852,"the teachers happily gathered in the school gym to celebrate mr. klink 's retirement ! he had loved this school with all of his heart , and he had loved his fellow faculty members , but it was time to move on and to let someone younger take over his job , but not before he got to eat some delicious cake !",vist:test.story-in-sequence.json:story_48852
VIST Story 48853,a bunch of people gather in a room . two people are conversing . a bunch of people are talking . people are sitting at the table . this is a picture of sweets .,vist:test.story-in-sequence.json:story_48853
VIST Story 48854,gathering friends and family for [male] 's retirement . sharing stories w/ old friends . anyone want cake ? ! [female] made a beautiful cupcake display . congrats mr . klink ! ! ! !,vist:test.story-in-sequence.json:story_48854
VIST Story 48855,when everyone arrived we all got ready to go . we got in the car and went to the restaurant . there were a lot of people on the guest list . we were finally seated . we had a great time at the restaurant .,vist:test.story-in-sequence.json:story_48855
VIST Story 48856,"some friends got together for a house party . they cooked together in the kitchen . when they had finished cooking , they ate and talked in the living room . after dinner there was dancing and games . when the party was over , everyone helped do the dishes and clean up .",vist:test.story-in-sequence.json:story_48856
VIST Story 48857,it was the night of our big school dance . everyone dressed up and looked so glamorous and fancy . we made reservations so we did n't have to wait in line for dinner . our friends sat across the way from us to dine in privacy . it was a great meal and the dance was even better .,vist:test.story-in-sequence.json:story_48857
VIST Story 48858,"it is time again for our monthly gaming party . no party would be complete without some snacks to fuel our furor . we 're all together now , and the competition is heating up . [male] rules in the kareoke class . he always gets five stars . what a ham ! the losers have to clean up after everyone .",vist:test.story-in-sequence.json:story_48858
VIST Story 48859,some of our first guests chat at our house warming party . [female] helps herself to some of the snacks . all are gathered in the living room talking and having a great time . [male] does a little dancing to the music as [male] looks on . the snacks sure were enjoyed and disappeared very quickly indeed .,vist:test.story-in-sequence.json:story_48859
