name_of_work,content,source
Circe's Power by Louise Gluck,"I never turned anyone into a pig. Some people are pigs; I make them Look like pigs. I'm sick of your world That lets the outside disguise the inside. Your men weren't bad men; Undisciplined life Did that to them. As pigs, Under the care of Me and my ladies, they Sweetened right up. Then I reversed the spell, showing you my goodness As well as my power. I saw We could be happy here, As men and women are When their needs are simple. In the same breath, I foresaw your departure, Your men with my help braving The crying and pounding sea. You think A few tears upset me? My friend, Every sorceress is A pragmatist at heart; nobody sees essence who can't Face limitation. If I wanted only to hold you I could hold you prisoner.",poem_sum:poemsum_train.csv:row_1473
On Love by Kahlil Gibran,"Then said Almitra, Speak to us of Love. And he raised his head and looked upon the people, and there fell a stillness upon them. And with a great voice he said: When love beckons to you, follow him, Though his ways are hard and steep. And when his wings enfold you yield to him, Though the sword hidden among his pinions may wound you. And when he speaks to you believe in him, Though his voice may shatter your dreams as the north wind lays waste the garden. For even as love crowns you so shall he crucify you. Even as he is for your growth so is he for your pruning. Even as he ascends to your height and caresses your tenderest branches that quiver in the sun, So shall he descend to your roots and shake them in their clinging to the earth. * Like sheaves of corn he gathers you unto himself. He threshes you to make you naked. He sifts you to free you from your husks. He grinds you to whiteness. He kneads you until you are pliant; And then he assigns you to his sacred fire, that you may become sacred bread for God's sacred feast. All these things shall love do unto you that you may know the secrets of your heart, and in that knowledge become a fragment of Life's heart. But if in your fear you would seek only love's peace and love's pleasure, Then it is better for you that you cover your nakedness and pass out of love's threshing-floor, Into the seasonless world where you shall laugh, but not all of your laughter, and weep, but not all of your tears. * Love gives naught but itself and takes naught but from itself. Love possesses not nor would it be possessed; For love is sufficient unto love. When you love you should not say, ""God is in my heart,"" but rather, ""I am in the heart of God."" And think not you can direct the course of love, for love, if it finds you worthy, directs your course. Love has no other desire but to fulfil itself. But if you love and must needs have desires, let these be your desires: To melt and be like a running brook that sings its melody to the night. To know the pain of too much tenderness. To be wounded by your own under- standing of love; And to bleed willingly and joyfully. To wake at dawn with a winged heart and give thanks for another day of loving; To rest at the noon hour and meditate love's ecstasy; To return home at eventide with grati- tude; And then to sleep with a prayer for the beloved in your heart and a song of praise upon your lips.",poem_sum:poemsum_train.csv:row_1474
Sonnet 23 - Methought I saw my late espoused saint by John Milton,"Methought I saw my late espoused saint Brought to me, like Alcestis, from the grave, Whom Jove's great son to her glad husband gave, Rescu'd from death by force, though pale and faint. Mine, as whom wash'd from spot of child-bed taint Purification in the old Law did save, And such as yet once more I trust to have Full sight of her in Heaven without restraint, Came vested all in white, pure as her mind; Her face was veil'd, yet to my fancied sight Love, sweetness, goodness, in her person shin'd So clear as in no face with more delight. But Oh! as to embrace me she inclin'd, I wak'd, she fled, and day brought back my night.",poem_sum:poemsum_train.csv:row_1475
Epic by Patrick Kavanagh,"I have lived in important places, times When great events were decided; who owned That half a rood of rock, a no-man's land Surrounded by our pitchfork-armed claims. I heard the Duffys shouting 'Damn your soul!' And old McCabe stripped to the waist, seen Step the plot defying blue cast-steel - 'Here is the march along these iron stones' That was the year of the Munich bother. Which Was more important? I inclined To lose my faith in Ballyrush and Gortin Till Homer's ghost came whispering to my mind. He said: I made the Iliad from such A local row. Gods make their own importance.",poem_sum:poemsum_train.csv:row_1476
When Death Comes by Mary Oliver,"When death comes like the hungry bear in autumn; when death comes and takes all the bright coins from his purse to buy me, and snaps the purse shut; when death comes like the measle-pox when death comes like an iceberg between the shoulder blades, I want to step through the door full of curiosity, wondering: what is it going to be like, that cottage of darkness? And therefore I look upon everything as a brotherhood and a sisterhood, and I look upon time as no more than an idea, and I consider eternity as another possibility, and I think of each life as a flower, as common as a field daisy, and as singular, and each name a comfortable music in the mouth, tending, as all music does, toward silence, and each body a lion of courage, and something precious to the earth. When it's over, I want to say all my life I was a bride married to amazement. I was the bridegroom, taking the world into my arms. When it's over, I don't want to wonder if I have made of my life something particular, and real. I don't want to find myself sighing and frightened, or full of argument. I don't want to end up simply having visited this world",poem_sum:poemsum_train.csv:row_1477
Archaic Torso of Apollo by Rainer Maria Rilke,"We cannot know his legendary head with eyes like ripening fruit. And yet his torso is still suffused with brilliance from inside, like a lamp, in which his gaze, now turned to low, gleams in all its power. Otherwise the curved breast could not dazzle you so, nor could a smile run through the placid hips and thighs to that dark center where procreation flared. Otherwise this stone would seem defaced beneath the translucent cascade of the shoulders and would not glisten like a wild beast's fur: would not, from all the borders of itself, burst like a star: for here there is no place that does not see you. You must change your life.",poem_sum:poemsum_train.csv:row_1478
Middle Passage by Robert Hayden,"I Jesus, Estrella, Esperanza, Mercy: Sails flashing to the wind like weapons, sharks following the moans the fever and the dying; horror the corposant and compass rose. Middle Passage: voyage through death to life upon these shores. ""10 April 1800-- Blacks rebellious. Crew uneasy. Our linguist says their moaning is a prayer for death, ours and their own. Some try to starve themselves. Lost three this morning leaped with crazy laughter to the waiting sharks, sang as they went under."" Desire, Adventure, Tartar, Ann: Standing to America, bringing home black gold, black ivory, black seed. Deep in the festering hold thy father lies, of his bones New England pews are made, those are altar lights that were his eyes. Jesus Saviour Pilot Me Over Life's Tempestuous Sea We pray that Thou wilt grant, O Lord, safe passage to our vessels bringing heathen souls unto Thy chastening. Jesus Saviour ""8 bells. I cannot sleep, for I am sick with fear, but writing eases fear a little since still my eyes can see these words take shape upon the page & so I write, as one would turn to exorcism. 4 days scudding, but now the sea is calm again. Misfortune follows in our wake like sharks (our grinning tutelary gods). Which one of us has killed an albatross? A plague among our blacks--Ophthalmia: blindness--& we have jettisoned the blind to no avail. It spreads, the terrifying sickness spreads. Its claws have scratched sight from the Capt.'s eyes & there is blindness in the fo'c'sle & we must sail 3 weeks before we come to port."" What port awaits us, Davy Jones' or home? I've heard of slavers drifting, drifting, playthings of wind and storm and chance, their crews gone blind, the jungle hatred crawling up on deck. Thou Who Walked On Galilee ""Deponent further sayeth The Bella J left the Guinea Coast with cargo of five hundred blacks and odd for the barracoons of Florida: ""That there was hardly room 'tween-decks for half the sweltering cattle stowed spoon-fashion there; that some went mad of thirst and tore their flesh and sucked the blood: ""That Crew and Captain lusted with the comeliest of the savage girls kept naked in the cabins; that there was one they called The Guinea Rose and they cast lots and fought to lie with her: ""That when the Bo's'n piped all hands, the flames spreading from starboard already were beyond control, the negroes howling and their chains entangled with the flames: ""That the burning blacks could not be reached, that the Crew abandoned ship, leaving their shrieking negresses behind, that the Captain perished drunken with the wenches: ""Further Deponent sayeth not."" Pilot Oh Pilot Me II Aye, lad, and I have seen those factories, Gambia, Rio Pongo, Calabar; have watched the artful mongos baiting traps of war wherein the victor and the vanquished Were caught as prizes for our barracoons. Have seen the nigger kings whose vanity and greed turned wild black hides of Fellatah, Mandingo, Ibo, Kru to gold for us. And there was one--King Anthracite we named him-- fetish face beneath French parasols of brass and orange velvet, impudent mouth whose cups were carven skulls of enemies: He'd honor us with drum and feast and conjo and palm-oil-glistening wenches deft in love, and for tin crowns that shone with paste, red calico and German-silver trinkets Would have the drums talk war and send his warriors to burn the sleeping villages and kill the sick and old and lead the young in coffles to our factories. Twenty years a trader, twenty years, for there was wealth aplenty to be harvested from those black fields, and I'd be trading still but for the fevers melting down my bones. III Shuttles in the rocking loom of history, the dark ships move, the dark ships move, their bright ironical names like jests of kindness on a murderer's mouth; plough through thrashing glister toward fata morgana's lucent melting shore, weave toward New World littorals that are mirage and myth and actual shore. Voyage through death, voyage whose chartings are unlove. A charnel stench, effluvium of living death spreads outward from the hold, where the living and the dead, the horribly dying, lie interlocked, lie foul with blood and excrement. Deep in the festering hold thy father lies, the corpse of mercy rots with him, rats eat love's rotten gelid eyes. But, oh, the living look at you with human eyes whose suffering accuses you, whose hatred reaches through the swill of dark to strike you like a leper's claw. You cannot stare that hatred down or chain the fear that stalks the watches and breathes on you its fetid scorching breath; cannot kill the deep immortal human wish, the timeless will. ""But for the storm that flung up barriers of wind and wave, The Amistad, senores, would have reached the port of Principe in two, three days at most; but for the storm we should have been prepared for what befell. Swift as the puma's leap it came. There was that interval of moonless calm filled only with the water's and the rigging's usual sounds, then sudden movement, blows and snarling cries and they had fallen on us with machete and marlinspike. It was as though the very air, the night itself were striking us. Exhausted by the rigors of the storm, we were no match for them. Our men went down before the murderous Africans. Our loyal Celestino ran from below with gun and lantern and I saw, before the cane- knife's wounding flash, Cinquez, that surly brute who calls himself a prince, directing, urging on the ghastly work. He hacked the poor mulatto down, and then he turned on me. The decks were slippery when daylight finally came. It sickens me to think of what I saw, of how these apes threw overboard the butchered bodies of our men, true Christians all, like so much jetsam. Enough, enough. The rest is quickly told: Cinquez was forced to spare the two of us you see to steer the ship to Africa, and we like phantoms doomed to rove the sea voyaged east by day and west by night, deceiving them, hoping for rescue, prisoners on our own vessel, till at length we drifted to the shores of this your land, America, where we were freed from our unspeakable misery. Now we demand, good sirs, the extradition of Cinquez and his accomplices to La Havana. And it distresses us to know there are so many here who seem inclined to justify the mutiny of these blacks. We find it paradoxical indeed that you whose wealth, whose tree of liberty are rooted in the labor of your slaves should suffer the august John Quincy Adams to speak with so much passion of the right of chattel slaves to kill their lawful masters and with his Roman rhetoric weave a hero's garland for Cinquez. I tell you that we are determined to return to Cuba with our slaves and there see justice done. Cinquez-- or let us say 'the Prince'--Cinquez shall die."" The deep immortal human wish, the timeless will: Cinquez its deathless primaveral image, life that transfigures many lives. Voyage through death to life upon these shores.",poem_sum:poemsum_train.csv:row_1479
The Definition of Love by Andrew Marvell,"My love is of a birth as rare As 'tis for object strange and high; It was begotten by Despair Upon Impossibility. Magnanimous Despair alone Could show me so divine a thing Where feeble Hope could ne'er have flown, But vainly flapp'd its tinsel wing. And yet I quickly might arrive Where my extended soul is fixt, But Fate does iron wedges drive, And always crowds itself betwixt. For Fate with jealous eye does see Two perfect loves, nor lets them close; Their union would her ruin be, And her tyrannic pow'r depose. And therefore her decrees of steel Us as the distant poles have plac'd, (Though love's whole world on us doth wheel) Not by themselves to be embrac'd; Unless the giddy heaven fall, And earth some new convulsion tear; And, us to join, the world should all Be cramp'd into a planisphere. As lines, so loves oblique may well Themselves in every angle greet; But ours so truly parallel, Though infinite, can never meet. Therefore the love which us doth bind, But Fate so enviously debars, Is the conjunction of the mind, And opposition of the stars.",poem_sum:poemsum_train.csv:row_1480
Legacy by Rupi Kaur,I stand 7563-illustration-of-an-indian-womans-face-pv on the sacrifices of a million women before me thinking what can I do to make this mountain taller so the women after me can see farther,poem_sum:poemsum_train.csv:row_1481
Fever 103deg by Sylvia Plath,"Pure? What does it mean? The tongues of hell Are dull, dull as the triple Tongues of dull, fat Cerberus Who wheezes at the gate. Incapable Of licking clean The aguey tendon, the sin, the sin. The tinder cries. The indelible smell Of a snuffed candle! Love, love, the low smokes roll From me like Isadora's scarves, I'm in a fright One scarf will catch and anchor in the wheel, Such yellow sullen smokes Make their own element. They will not rise, But trundle round the globe Choking the aged and the meek, The weak Hothouse baby in its crib, The ghastly orchid Hanging its hanging garden in the air, Devilish leopard! Radiation turned it white And killed it in an hour. Greasing the bodies of adulterers Like Hiroshima ash and eating in. The sin. The sin. Darling, all night I have been flickering, off, on, off, on. The sheets grow heavy as a lecher's kiss. Three days. Three nights. Lemon water, chicken Water, water make me retch. I am too pure for you or anyone. Your body Hurts me as the world hurts God. I am a lantern---- My head a moon Of Japanese paper, my gold beaten skin Infinitely delicate and infinitely expensive. Does not my heat astound you! And my light! All by myself I am a huge camellia Glowing and coming and going, flush on flush. I think I am going up, I think I may rise---- The beads of hot metal fly, and I love, I Am a pure acetylene Virgin Attended by roses, By kisses, by cherubim, By whatever these pink things mean! Not you, nor him Nor him, nor him (My selves dissolving, old whore petticoats)---- To Paradise.",poem_sum:poemsum_train.csv:row_1482
A Clear Midnight by Walt Whitman,"This is thy hour O Soul, thy free flight into the wordless, Away from books, away from art, the day erased, the lesson done, Thee fully forth emerging, silent, gazing, pondering the themes thou lovest best, Night, sleep, death and the stars.",poem_sum:poemsum_train.csv:row_1483
Sonnet--To Science by Edgar Allen Poe,"Science! true daughter of Old Time thou art! Who alterest all things with thy peering eyes. Why preyest thou thus upon the poet's heart, Vulture, whose wings are dull realities? How should he love thee? or how deem thee wise, Who wouldst not leave him in his wandering To seek for treasure in the jewelled skies, Albeit he soared with an undaunted wing? Hast thou not dragged Diana from her car, And driven the Hamadryad from the wood To seek a shelter in some happier star? Hast thou not torn the Naiad from her flood, The Elfin from the green grass, and from me The summer dream beneath the tamarind tree?",poem_sum:poemsum_train.csv:row_1484
Dreams by Anne Bronte,"WHILE on my lonely couch I lie, I seldom feel myself alone, For fancy fills my dreaming eye With scenes and pleasures of its own. Then I may cherish at my breast An infant's form beloved and fair, May smile and soothe it into rest With all a Mother's fondest care. How sweet to feel its helpless form Depending thus on me alone! And while I hold it safe and warm What bliss to think it is my own! And glances then may meet my eyes That daylight never showed to me; What raptures in my bosom rise, Those earnest looks of love to see, To feel my hand so kindly prest, To know myself beloved at last, To think my heart has found a rest, My life of solitude is past! But then to wake and find it flown, The dream of happiness destroyed, To find myself unloved, alone, What tongue can speak the dreary void?",poem_sum:poemsum_train.csv:row_1485
The Willing Mistress by Aphra Behn,"Amyntas led me to a Grove, Where all the Trees did shade us; The Sun it self, though it had Strove, It could not have betray'd us: The place secur'd from humane Eyes, No other fear allows. But when the Winds that gently rise, Doe Kiss the yielding Boughs. Down there we satt upon the Moss, And id begin to play A Thousand Amorous Tricks, to pass The heat of all the day. A many Kisses he did give: And I return'd the same Which made me willing to receive That which I dare not name. His Charming Eyes no Aid requir'd To tell their softning Tale; On her that was already fir'd 'Twas easy to prevaile. He did but Kiss and Clasp me round, Whilst those his thoughts Exprest: And lay'd me gently on the Ground; Ah who can guess the rest?",poem_sum:poemsum_train.csv:row_1486
Still will I harvest beauty where it grows by Edna St. Vincent Millay,"Still will I harvest beauty where it grows: In coloured fungus and the spotted fog Surprised on foods forgotten; in ditch and bog Filmed brilliant with irregular rainbows Of rust and oil, where half a city throws Its empty tins; and in some spongy log Whence headlong leaps the oozy emerald frog. . . . And a black pupil in the green scum shows. Her the inhabiter of divers places Surmising at all doors, I push them all. Oh, you that fearful of a creaking hinge Turn back forevermore with craven faces, I tell you Beauty bears an ultra fringe Unguessed of you upon her gossamer shawl!",poem_sum:poemsum_train.csv:row_1487
A Butterfly Talks by Annette Wynne,"A butterfly talks to each flower And stops to eat and drink, And I have seen one lighting In a quiet spot to think; For there are many things he sees that puzzle him, indeed, And I believe he thinks as well as some who write and read. Memorize Poem",poem_sum:poemsum_train.csv:row_1488
It's Raining by Guillaume Apollinaire,It's raining women's voices as if they had died even in memory And it's raining you as well marvellous encounters of my life O little drops Those rearing clouds begin to neigh a whole universe of auricular cities Listen if it rains while regret and disdain weep to an ancient music Listen to the bonds fall off which hold you above and below,poem_sum:poemsum_train.csv:row_1489
Easter Monday (In Memoriam E.T.) by Eleanor Farjeon,"In the last letter that I had from France You thanked me for the silver Easter egg Which I had hidden in the box of apples You liked to munch beyond all other fruit. You found the egg the Monday before Easter, And said, 'I will praise Easter Monday now - It was such a lovely morning'. Then you spoke Of the coming battle and said, 'This is the eve. Good-bye. And may I have a letter soon.' That Easter Monday was a day for praise, It was such a lovely morning. In our garden We sowed our earliest seeds, and in the orchard The apple-bud was ripe. It was the eve. There are three letters that you will not get.",poem_sum:poemsum_train.csv:row_1490
The River-Merchant's Wife: A Letter by Ezra Pound,"While my hair was still cut straight across my forehead I played about the front gate, pulling flowers. You came by on bamboo stilts, playing horse, You walked about my seat, playing with blue plums. And we went on living in the village of Chokan: Two small people, without dislike or suspicion. At fourteen I married My Lord you. I never laughed, being bashful. Lowering my head, I looked at the wall. Called to, a thousand times, I never looked back. At fifteen I stopped scowling, I desired my dust to be mingled with yours Forever and forever, and forever. Why should I climb the look out? At sixteen you departed You went into far Ku-to-en, by the river of swirling eddies, And you have been gone five months. The monkeys make sorrowful noise overhead. You dragged your feet when you went out. By the gate now, the moss is grown, the different mosses, Too deep to clear them away! The leaves fall early this autumn, in wind. The paired butterflies are already yellow with August Over the grass in the West garden; They hurt me. I grow older. If you are coming down through the narrows of the river Kiang, Please let me know beforehand, And I will come out to meet you As far as Cho-fu-Sa.",poem_sum:poemsum_train.csv:row_1491
Spring Morning by A. A. Milne,"Where am I going? I don't quite know. Down to the stream where the king-cups grow- Up on the hill where the pine-trees blow- Anywhere, anywhere. I don't know. Where am I going? The clouds sail by, Little ones, baby ones, over the sky. Where am I going? The shadows pass, Little ones, baby ones, over the grass. If you were a cloud, and sailed up there, You'd sail on water as blue as air, And you'd see me here in the fields and say: ""Doesn't the sky look green today?"" Where am I going? The high rooks call: ""It's awful fun to be born at all."" Where am I going? The ring-doves coo: ""We do have beautiful things to do."" If you were a bird, and lived on high, You'd lean on the wind when the wind came by, You'd say to the wind when it took you away: ""That's where I wanted to go today!"" Where am I going? I don't quite know. What does it matter where people go? Down to the wood where the blue-bells grow- Anywhere, anywhere. I don't know.",poem_sum:poemsum_train.csv:row_1492
They are all Gone into the World of Light by Henry Vaughan,"They are all gone into the world of light! And I alone sit ling'ring here; Their very memory is fair and bright, And my sad thoughts doth clear. It glows and glitters in my cloudy breast, Like stars upon some gloomy grove, Or those faint beams in which this hill is drest, After the sun's remove. I see them walking in an air of glory, Whose light doth trample on my days: My days, which are at best but dull and hoary, Mere glimmering and decays. O holy Hope! and high Humility, High as the heavens above! These are your walks, and you have show'd them me To kindle my cold love. Dear, beauteous Death! the jewel of the just, Shining nowhere, but in the dark; What mysteries do lie beyond thy dust Could man outlook that mark! He that hath found some fledg'd bird's nest, may know At first sight, if the bird be flown; But what fair well or grove he sings in now, That is to him unknown. And yet as angels in some brighter dreams Call to the soul, when man doth sleep: So some strange thoughts transcend our wonted themes And into glory peep. If a star were confin'd into a tomb, Her captive flames must needs burn there; But when the hand that lock'd her up, gives room, She'll shine through all the sphere. O Father of eternal life, and all Created glories under thee! Resume thy spirit from this world of thrall Into true liberty. Either disperse these mists, which blot and fill My perspective still as they pass, Or else remove me hence unto that hill, Where I shall need no glass.",poem_sum:poemsum_train.csv:row_1493
Curriculum Vitae by Samuel Menashe,"Scribe out of work At a loss for words Not his to begin with, The man life passed by Stands at the window Biding his time Time and again And now once more I climb these stairs Unlock this door-- No name where I live Alone in my lair With one bone to pick And no time to spare",poem_sum:poemsum_train.csv:row_1494
If I Could Tell You by W.H. Auden,"Time will say nothing but I told you so, Time only knows the price we have to pay; If I could tell you I would let you know. If we should weep when clowns put on their show, If we should stumble when musicians play, Time will say nothing but I told you so. There are no fortunes to be told, although, Because I love you more than I can say, If I could tell you I would let you know. The winds must come from somewhere when they blow, There must be reasons why the leaves decay; Time will say nothing but I told you so. Perhaps the roses really want to grow, The vision seriously intends to stay; If I could tell you I would let you know. Suppose all the lions get up and go, And all the brooks and soldiers run away; Will Time say nothing but I told you so? If I could tell you I would let you know.",poem_sum:poemsum_train.csv:row_1495
Now Let No Charitable Hope by Elinor Wylie,"Now let no charitable hope Confuse my mind with images Of eagle and of antelope: I am by nature none of these. I was, being human, born alone; I am, being woman, hard beset; I live by squeezing from a stone What little nourishment I get. In masks outrageous and austere The years go by in single file; But none has merited my fear, And none has quite escaped my smile.",poem_sum:poemsum_train.csv:row_1496
Questions of Travel by Elizabeth Bishop,"There are too many waterfalls here; the crowded streams hurry too rapidly down to the sea, and the pressure of so many clouds on the mountaintops makes them spill over the sides in soft slow-motion, turning to waterfalls under our very eyes. - For if those streaks, those mile-long, shiny, tearstains, aren't waterfalls yet, in a quick age or so, as ages go here, they probably will be. But if the streams and clouds keep travelling, travelling, the mountains look like the hulls of capsized ships, slime-hung and barnacled. Think of the long trip home. Should we have stayed at home and thought of here? Where should we be today? Is it right to be watching strangers in a play in this strangest of theatres? What childishness is it that while there's a breath of life in our bodies, we are determined to rush to see the sun the other way around? The tiniest green hummingbird in the world? To stare at some inexplicable old stonework, inexplicable and impenetrable, at any view, instantly seen and always, always delightful? Oh, must we dream our dreams and have them, too? And have we room for one more folded sunset, still quite warm? But surely it would have been a pity not to have seen the trees along this road, really exaggerated in their beauty, not to have seen them gesturing like noble pantomimists, robed in pink. - Not to have had to stop for gas and heard the sad, two-noted, wooden tune of disparate wooden clogs carelessly clacking over a grease-stained filling-station floor. (In another country the clogs would all be tested. Each pair there would have identical pitch.) - A pity not to have heard the other, less primitive music of the fat brown bird who sings above the broken gasoline pump in a bamboo church of Jesuit baroque: three towers, five silver crosses. - Yes, a pity not to have pondered, blurr'dly and inconclusively, on what connection can exist for centuries between the crudest wooden footwear and, careful and finicky, the whittled fantasies of wooden cages - Never to have studied history in the weak calligraphy of songbirds' cages. - And never to have had to listen to rain so much like politicians' speeches: two hours of unrelenting oratory and then a sudden golden silence in which the traveller takes a notebook, writes: 'Is it lack of imagination that makes us come to imagined places, not just stay at home? Or could Pascal have been not entirely right about just sitting quietly in one's room? Continent, city, country, society: the choice is never wide and never free. And here, or there... No. Should we have stayed at home, wherever that may be? '",poem_sum:poemsum_train.csv:row_1497
The History of Tweedledum and Tweedledee,"Tweedledum and Tweedledee Agreed to have a battle; For Tweedledum said Tweedledee Had spoiled his nice new rattle. Just then flew down a monstrous crow, As black as a tar-barrel; Which frightened both the heroes so, They quite forgot their quarrel.",poem_sum:poemsum_train.csv:row_1498
Constantly Risking Absurdity by Lawrence Ferlinghetti,Constantly risking absurdity and death whenever he performs above the heads of his audience the poet like an acrobat climbs on rime to a high wire of his own making and balancing on eyebeams above a sea of faces paces his way to the other side of day performing entrechats and sleight-of-foot tricks and other high theatrics and all without mistaking any thing for what it may not be For he's the super realist who must perforce perceive taut truth before the taking of each stance or step in his supposed advance toward that still higher perch where Beauty stands and waits with gravity to start her death-defying leap And he a little charleychaplin man who may or may not catch her fair eternal form spreadeagled in the empty air of existence,poem_sum:poemsum_train.csv:row_1499
Sound and Sense by Alexander Pope,"True ease in writing comes from art, not chance, As those move easiest who have learned to dance. 'Tis not enough no harshness gives offense, The sound must seem an echo to the sense: Soft is the strain when Zephyr gently blows, And the smooth stream in smoother numbers flows; But when loud surges lash the sounding shore, The hoarse, rough verse should like the torrent roar; When Ajax strives some rock's vast weight to throw, The line too labors, and the words move slow; Not so, when swift Camilla scours the plain, Flies o'er the unbending corn, and skims along the main. Hear how Timotheus' varied lays surprise, And bid alternate passions fall and rise!",poem_sum:poemsum_train.csv:row_1500
Root Cellar by Theodore Roethke,"Nothing would sleep in that cellar, dank as a ditch, Bulbs broke out of boxes hunting for chinks in the dark, Shoots dangled and drooped, Lolling obscenely from mildewed crates, Hung down long yellow evil necks, like tropical snakes. And what a congress of stinks! Roots ripe as old bait, Pulpy stems, rank, silo-rich, Leaf-mold, manure, lime, piled against slippery planks. Nothing would give up life: Even the dirt kept breathing a small breath.",poem_sum:poemsum_train.csv:row_1501
The People Upstairs by Ogden Nash,"The people upstairs all practise ballet Their living room is a bowling alley Their bedroom is full of conducted tours. Their radio is louder than yours, They celebrate week-ends all the week. When they take a shower, your ceilings leak. They try to get their parties to mix By supplying their guests with Pogo sticks, And when their fun at last abates, They go to the bathroom on roller skates. I might love the people upstairs more If only they lived on another floor",poem_sum:poemsum_train.csv:row_1502
Patience Taught By Nature by Elizabeth Barrett Browning,"""O Dreary life!"" we cry, ""O dreary life!"" And still the generations of the birds Sing through our sighing, and the flocks and herds Serenely live while we are keeping strife With Heaven's true purpose in us, as a knife Against which we may struggle. Ocean girds Unslackened the dry land: savannah-swards Unweary sweep: hills watch, unworn; and rife Meek leaves drop yearly from the forest-trees, To show, above, the unwasted stars that pass In their old glory. O thou God of old! Grant me some smaller grace than comes to these;-- But so much patience, as a blade of grass Grows by contented through the heat and cold.",poem_sum:poemsum_train.csv:row_1503
The Cold Within by James Patrick Kinney,Six humans trapped by happenstance In bleak and bitter cold. Each one possessed a stick of wood Or so the story's told. Their dying fire in need of logs The first man held his back For of the faces round the fire He noticed one was black. The next man looking 'cross the way Saw one not of his church And couldn't bring himself to give The fire his stick of birch. The third one sat in tattered clothes. He gave his coat a hitch. Why should his log be put to use To warm the idle rich? The rich man just sat back and thought Of the wealth he had in store And how to keep what he had earned From the lazy shiftless poor. The black man's face bespoke revenge As the fire passed from his sight. For all he saw in his stick of wood Was a chance to spite the white. The last man of this forlorn group Did nought except for gain. Giving only to those who gave Was how he played the game. Their logs held tight in death's still hands Was proof of human sin. They didn't die from the cold without They died from the cold within.,poem_sum:poemsum_train.csv:row_1504
Humpty Dumpty,"Humpty Dumpty sat on a wall, Humpty Dumpty had a great fall; All the king's horses and all the king's men Couldn't put Humpty together again.",poem_sum:poemsum_train.csv:row_1505
