index,id,name_of_work,content,source
3938,45912,VIST Story 45912,it was so exciting .,vist
3939,45866,VIST Story 45866,walking with dad into the room and getting a feel for my surroundings .,vist
3940,45876,VIST Story 45876,it was a success that will be repeated next year .,vist
3941,45820,VIST Story 45820,our soldiers are helping the people wherever they can .,vist
3942,45883,VIST Story 45883,this requires much too much thought .,vist
3943,poem_sum:poemsum_train.csv:179,Blandeur by Kay Ryan,"If it please God,
let less happen.
Even out Earth’s
rondure, flatten
Eiger, blanden
the Grand Canyon.
Make valleys
slightly higher,
widen fissures
to arable land,
remand your
terrible glaciers
and silence
their calving,
halving or doubling
all geographical features
toward the mean.
Unlean against our hearts.
Withdraw your grandeur
From these parts.",poem_sum
3944,45609,VIST Story 45609,the people gathered under the tent because it started to rain .,vist
3945,45607,VIST Story 45607,"you start on one side , you end on the other . it will be a great circle of a run .",vist
3946,45685,VIST Story 45685,here is one that my friend made for me . i love it .,vist
3947,45863,VIST Story 45863,the hospital kept her overnight to make sure she was feeling better .,vist
3948,poem_sum:poemsum_train.csv:787,The Heat of Autumn by Jane Hirshfield,"The heat of autumn
is different from the heat of summer.
One ripens apples, the other turns them to cider.
One is a dock you walk out on,
the other the spine of a thin swimming horse
and the river each day a full measure colder.
A man with cancer leaves his wife for his lover.
Before he goes she straightens his belts in the closet,
rearranges the socks and sweaters inside the dresser
by color. That's autumn heat:
her hand placing silver buckles with silver,
gold buckles with gold, setting each
on the hook it belongs on in a closet soon to be empty,
and calling it pleasure.",poem_sum
3949,45917,VIST Story 45917,the neighbors decorated their fence .,vist
3950,poem_sum:poemsum_train.csv:693,Who Said It Was Simple by Audre Lorde,"There are so many roots to the tree of anger that sometimes the branches shatter before they bear.
Sitting in Nedicks
the women rally before they march discussing the problematic girls they hire to make them free.
An almost white counterman passes a waiting brother to serve them first and the ladies neither notice nor reject the slighter pleasures of their slavery. But I who am bound by my mirror as well as my bed
see causes in colour
as well as sex
and sit here wondering which me will survive all these liberations.",poem_sum
3951,45729,VIST Story 45729,they went bowling that evening .,vist
3952,45917,VIST Story 45917,some of the costumes were very detailed .,vist
3953,46002,VIST Story 46002,it had the train car key .,vist
3954,45997,VIST Story 45997,many men were showing off their impressive beards .,vist
3955,poem_sum:poemsum_train.csv:1094,A Vision by Simon Armitage,"The future was a beautiful place, once.
Remember the full-blown balsa-wood town
on public display in the Civic Hall.
The ring-bound sketches, artists’ impressions,

blueprints of smoked glass and tubular steel,
board-game suburbs, modes of transportation
like fairground rides or executive toys.
Cities like dreams, cantilevered by light.

And people like us at the bottle-bank
next to the cycle-path, or dog-walking
over tended strips of fuzzy-felt grass,
or model drivers, motoring home in
electric cars, or after the late show -
strolling the boulevard. They were the plans,
all underwritten in the neat left-hand
of architects – a true, legible script.

I pulled that future out of the north wind
at the landfill site, stamped with today’s date,
riding the air with other such futures,
all unlived in and now fully extinct.",poem_sum
3956,poem_sum:poemsum_train.csv:1311,Sonnet 227 by Petrarch,"Breeze, blowing that blonde curling hair,
stirring it, and being softly stirred in turn,
scattering that sweet gold about, then
gathering it, in a lovely knot of curls again,

you linger around bright eyes whose loving sting
pierces me so, till I feel it and weep,
and I wander searching for my treasure,
like a creature that often shies and kicks:

now I seem to find her, now I realise
she’s far away, now I’m comforted, now despair,
now longing for her, now truly seeing her.

Happy air, remain here with your
living rays: and you, clear running stream,
why can’t I exchange my path for yours?",poem_sum
3957,poem_sum:poemsum_train.csv:1637,Song for Lonely Roads by Sherwood Anderson,"Now let us understand each other, love,
Long time ago I crept off home,
To my own gods I went.

The tale is old,
It has been told
By many men in many lands.
The lands belong to those who tell.
Now surely that is clear.

After the plow had westward swept,
The gods bestowed the corn to stand.
Long, long it stood,
Strong, strong it grew,
To make a forest for new song.

Deep in the corn the bargain hard
Youth with the gods drove home.
The gods remember,
Youth forgets.
Doubt not the soul of song that waits.

The singer dies,
The singer lives,
The gods wait in the corn,
The soul of song is in the land.
Lift up your lips to that.",poem_sum
3958,45638,VIST Story 45638,dad ruled over the grill like a master .,vist
3959,poem_sum:poemsum_train.csv:1483,A Clear Midnight by Walt Whitman,"This is thy hour O Soul, thy free flight into the wordless,
Away from books, away from art, the day erased, the lesson done,
Thee fully forth emerging, silent, gazing, pondering the themes thou lovest best,
Night, sleep, death and the stars.",poem_sum
3960,45705,VIST Story 45705,the bridge passed over this breathtaking river .,vist
3961,45927,VIST Story 45927,it 's safe to say baby enjoyed himself .,vist
3962,poem_sum:poemsum_train.csv:220,‘The Trial by Existence’ by Robert Frost,"Even the bravest that are slain
Shall not dissemble their surprise
On waking to find valor reign,
Even as on earth, in paradise;
And where they sought without the sword
Wide field of asphodel fore’er,
To find that the utmost reward
Of daring should be still to dare.

The light of heaven falls whole and white
And is not shattered into dyes,
The light for ever is morning light;
The hills are verdured pasture-wise;
The angel hosts with freshness go,
And seek with laughter what to brave;—
And binding all is the hushed snow
Of the far-distant breaking wave.

And from a cliff-top is proclaimed
The gathering of the souls for birth,
The trial by existence named,
The obscuration upon earth.
And the slant spirits trooping by
In streams and cross- and counter-streams
Can but give ear to that sweet cry
For its suggestion of what dreams!

And the more loitering are turned
To view once more the sacrifice
Of those who for some good discerned
Will gladly give up paradise.
And a white shimmering concourse rolls
Toward the throne to witness there
The speeding of devoted souls
Which God makes his especial care.

And none are taken but who will,
Having first heard the life read out
That opens earthward, good and ill,
Beyond the shadow of a doubt;
And very beautifully God limns,
And tenderly, life’s little dream,
But naught extenuates or dims,
Setting the thing that is supreme.

Nor is there wanting in the press
Some spirit to stand simply forth,
Heroic in its nakedness,
Against the uttermost of earth.
The tale of earth’s unhonored things
Sounds nobler there than ’neath the sun;
And the mind whirls and the heart sings,
And a shout greets the daring one.

But always God speaks at the end:
‘One thought in agony of strife
The bravest would have by for friend,
The memory that he chose the life;
But the pure fate to which you go
Admits no memory of choice,
Or the woe were not earthly woe
To which you give the assenting voice.’

And so the choice must be again,
But the last choice is still the same;
And the awe passes wonder then,
And a hush falls for all acclaim.
And God has taken a flower of gold
And broken it, and used therefrom
The mystic link to bind and hold
Spirit to matter till death come.

’Tis of the essence of life here,
Though we choose greatly, still to lack
The lasting memory at all clear,
That life has for us on the wrack
Nothing but what we somehow chose;
Thus are we wholly stripped of pride
In the pain that has but one close,
Bearing it crushed and mystified.",poem_sum
3963,45758,VIST Story 45758,i took a ride on an airplane the other day .,vist
3964,45724,VIST Story 45724,everyone loved the day on the lake .,vist
3965,45951,VIST Story 45951,the workers removed the temporary center of the clock face .,vist
3966,poem_sum:poemsum_train.csv:1456,My own heart let me more have pity on by Gerard Manley Hopkins,"My own heart let me more have pity on; let
Me live to my sad self hereafter kind,
Charitable; not live this tormented mind
With this tormented mind tormenting yet.
I cast for comfort I can no more get
By groping round my comfortless, than blind
Eyes in their dark can day or thirst can find
Thirst's all-in-all in all a world of wet.

Soul, self; come, poor Jackself, I do advise
You, jaded, let be; call off thoughts awhile
Elsewhere; leave comfort root-room; let joy size
At God knows when to God knows what; whose smile
's not wrung, see you; unforeseen times rather — as skies
Betweenpie mountains — lights a lovely mile.",poem_sum
3967,45800,VIST Story 45800,at the finish line we were all greeted by a round of applause .,vist
3968,poem_sum:poemsum_train.csv:1001,"Go, Lovely Rose by Edmund Waller","Go, lovely rose!
Tell her that wastes her time and me,
That now she knows,
When I resemble her to thee,
How sweet and fair she seems to be.

Tell her that’s young,
And shuns to have her graces spied,
That hadst thou sprung
In deserts, where no men abide,
Thou must have uncommended died.

Small is the worth
Of beauty from the light retired;
Bid her come forth,
Suffer herself to be desired,
And not blush so to be admired.

Then die! that she
The common fate of all things rare
May read in thee;
How small a part of time they share
That are so wondrous sweet and fair!",poem_sum
3969,45555,VIST Story 45555,we could see all the action .,vist
3970,poem_sum:poemsum_train.csv:1188,The Harvest Moon by Henry Wadsworth Longfellow,"It is the Harvest Moon! On gilded vanes
And roofs of villages, on woodland crests
And their aerial neighborhoods of nests
Deserted, on the curtained window-panes
Of rooms where children sleep, on country lanes
And harvest-fields, its mystic splendor rests!
Gone are the birds that were our summer guests,
With the last sheaves return the laboring wains!
All things are symbols: the external shows
Of Nature have their image in the mind,
As flowers and fruits and falling of the leaves;
The song-birds leave us at the summer's close,
Only the empty nests are left behind,
And pipings of the quail among the sheaves.",poem_sum
3971,45585,VIST Story 45585,we went to an old western pueblo .,vist
3972,45717,VIST Story 45717,so i search for the best deal i could find to get him what he wanted .,vist
3973,45578,VIST Story 45578,the pigs were annoyed by the bubbles and started to squeal loudly at the commotion [male] caused .,vist
3974,poem_sum:poemsum_train.csv:1607,The Ballad of the Harp-Weaver by Edna St. Vincent Millay,"“Son,” said my mother,
When I was knee-high,
“You’ve need of clothes to cover you,
And not a rag have I.
“There’s nothing in the house
To make a boy breeches,
Nor shears to cut a cloth with
Nor thread to take stitches.
“There’s nothing in the house
But a loaf-end of rye,
And a harp with a woman’s head
Nobody will buy,”
And she began to cry.
That was in the early fall.
When came the late fall,
“Son,” she said, “the sight of you
Makes your mother’s blood crawl,—
“Little skinny shoulder-blades
Sticking through your clothes!
And where you’ll get a jacket from
God above knows.
“It’s lucky for me, lad,
Your daddy’s in the ground,
And can’t see the way I let
His son go around!”
And she made a queer sound.
That was in the late fall.
When the winter came,
I’d not a pair of breeches
Nor a shirt to my name.
I couldn’t go to school,
Or out of doors to play.
And all the other little boys
Passed our way.
“Son,” said my mother,
“Come, climb into my lap,
And I’ll chafe your little bones
While you take a nap.”
And, oh, but we were silly
For half an hour or more,
Me with my long legs
Dragging on the floor,
A-rock-rock-rocking
To a mother-goose rhyme!
Oh, but we were happy
For half an hour’s time!
But there was I, a great boy,
And what would folks say
To hear my mother singing me
To sleep all day,
In such a daft way?
Men say the winter
Was bad that year;
Fuel was scarce,
And food was dear.
A wind with a wolf’s head
Howled about our door,
And we burned up the chairs
And sat on the floor.
All that was left us
Was a chair we couldn’t break,
And the harp with a woman’s head
Nobody would take,
For song or pity’s sake.
The night before Christmas
I cried with the cold,
I cried myself to sleep
Like a two-year-old.
And in the deep night
I felt my mother rise,
And stare down upon me
With love in her eyes.
I saw my mother sitting
On the one good chair,
A light falling on her
From I couldn’t tell where,
Looking nineteen,
And not a day older,
And the harp with a woman’s head
Leaned against her shoulder.
Her thin fingers, moving
In the thin, tall strings,
Were weav-weav-weaving
Wonderful things.
Many bright threads,
From where I couldn’t see,
Were running through the harp-strings
Rapidly,
And gold threads whistling
Through my mother’s hand.
I saw the web grow,
And the pattern expand.
She wove a child’s jacket,
And when it was done
She laid it on the floor
And wove another one.
She wove a red cloak
So regal to see,
“She’s made it for a king’s son,”
I said, “and not for me.”
But I knew it was for me.
She wove a pair of breeches
Quicker than that!
She wove a pair of boots
And a little cocked hat.
She wove a pair of mittens,
She wove a little blouse,
She wove all night
In the still, cold house.
She sang as she worked,
And the harp-strings spoke;
Her voice never faltered,
And the thread never broke.
And when I awoke,—
There sat my mother
With the harp against her shoulder
Looking nineteen
And not a day older,
A smile about her lips,
And a light about her head,
And her hands in the harp-strings
Frozen dead.
And piled up beside her
And toppling to the skies,
Were the clothes of a king’s son,
Just my size.",poem_sum
3975,poem_sum:poemsum_train.csv:379,Summer Past by John Gray,"There was the summer. There Warm hours of leaf-lipped song, And dripping amber sweat. O sweet to see The great trees condescend to cast a pearl Down to the myrtles; and the proud leaves curl In ecstasy Fruit of a quest, despair. Smart of a sullen wrong. Where may they hide them yet? One hour, yet one, To find the mossgod lurking in his nest, To see the naiads' floating hair, caressed By fragrant sun- Beams. Softly lulled the eves The song-tired birds to sleep, That other things might tell Their secrecies. The beetle humming neath the fallen leaves Deep in what hollow do the stern gods keep Their bitter silence? By what listening well Where holy trees, Song-set, unfurl eternally the sheen Of restless green?",poem_sum
3976,45588,VIST Story 45588,we are on our way to location . look how low the clouds hang .,vist
3977,45535,VIST Story 45535,although some of the games seem fixed and a waste of money .,vist
3978,45710,VIST Story 45710,they came across an enormous waterfall that took their breath away .,vist
3979,46012,VIST Story 46012,one man was autographing a book for me that he published .,vist
3980,45718,VIST Story 45718,"first we tried one that touted a specific beer , but we figured that might not catch the attention of everyone .",vist
3981,45983,VIST Story 45983,"this one is pure white and misty , but still awesome looking .",vist
3982,46012,VIST Story 46012,i went to an art museum for local talet .,vist
3983,45547,VIST Story 45547,we had amazing steak to celebrate .,vist
3984,45806,VIST Story 45806,the children are waiting for the others to arrive plus they are talking and getting to know one another .,vist
3985,poem_sum:poemsum_train.csv:1608,Beach Burial by Kenneth Slessor,"Softly and humbly to the Gulf of Arabs
The convoys of dead sailors come;
At night they sway and wander in the waters far under,
But morning rolls them in the foam.
Between the sob and clubbing of the gunfire
Someone, it seems, has time for this,
To pluck them from the shallows and bury them in burrows
And tread the sand upon their nakedness;
And each cross, the driven stake of tidewood,
Bears the last signature of men,
Written with such perplexity, with such bewildered pity,
The words choke as they begin –
‘Unknown seaman’ – the ghostly pencil
Wavers and fades, the purple drips,
The breath of the wet season has washed their inscriptions
As blue as drowned men’s lips,
Dead seamen, gone in search of the same landfall,
Whether as enemies they fought,
Or fought with us, or neither; the sand joins them together,
Enlisted on the other front.",poem_sum
3986,45714,VIST Story 45714,a view of our bed and breakfast from the hillside .,vist
3987,45733,VIST Story 45733,a group of shipping containers sits in the parking lot of the factory .,vist
3988,45629,VIST Story 45629,people who do n't appreciate nature absolute baffle me .,vist
3989,45900,VIST Story 45900,a day at the carnival with the family . awesome view from the skylift .,vist
3990,45954,VIST Story 45954,after many years they finally are replacing the clock tower clock,vist
3991,poem_sum:poemsum_train.csv:1164,Singh Song! by Daljit Nagra,"I run just one ov my daddy’s shops
from 9 O’clock to 9 O’clock
and he vunt me not to hav a break
but ven nobody in, I do di lock –
cos up di stairs is my newly bride
vee share in chapatti
vee share in di chutney
after vee hav made luv
like vee rowing through Putney –
ven I return vid my pinnie untied
di shoppers always point and cry:
hey Singh, ver yoo bin?
yor lemons are limes
yor bananas are plantain,
dis dirty little floor need a little bit of mop
in di worst Indian shop
on di whole Indian road –
above my head high heel tap di ground
as my vife on di web is playing wid di mouse
ven she netting two cat on her Sikh lover site
she book dem for di meat at di cheese ov her price –
my bride
she effing at my mum
in all di colours of Punjabi
den stumble like a drunk
making fun at my daddy
my bride
tiny eyes ov a gun
and di tummy ov a teddy
my bride
she hav a red crew cut
and she wear a Tartan sari
a donkey jacket and some pumps
on di squeak ov di girls dat are pinching all my sweeties –
ven I return from di tickle ov my bride
di shoppers always point and cry:
hey Singh, ver yoo bin?
di milk is out ov date
and di bread is alvays stale,
the tings yoo hav on offer yoo hav never got in stock
in di worst Indian shop
on di whole Indian road –
late in di midnight hour
ven yoo shoppers are wrap up quiet
ven di precinct is concrete-cool
vee cum down whispering stairs
and sit on my silver stool,
from behind di chocolate bars
vee stare past di half-price window signs
at di beaches ov di UK in di brightey moon –
from di stool each night she say,
how much do yoo charge for dat moon baby?
from di stool each night I say,
is half di cost ov yoo baby,
from di stool each night she say,
how much does dat come to baby?
from di stool each night I say,
is priceless baby –",poem_sum
3992,45889,VIST Story 45889,it was the first day of school and all the kids were ready .,vist
3993,45835,VIST Story 45835,sometimes only one voice spoke volumes .,vist
3994,poem_sum:poemsum_train.csv:141,Recuerdo by Edna St. Vincent Millay,"We were very tired, we were very merry—
We had gone back and forth all night on the ferry.
It was bare and bright, and smelled like a stable—
But we looked into a fire, we leaned across a table,
We lay on a hill-top underneath the moon;
And the whistles kept blowing, and the dawn came soon.

We were very tired, we were very merry—
We had gone back and forth all night on the ferry;
And you ate an apple, and I ate a pear,
From a dozen of each we had bought somewhere;
And the sky went wan, and the wind came cold,
And the sun rose dripping, a bucketful of gold.

We were very tired, we were very merry,
We had gone back and forth all night on the ferry.
We hailed, “Good morrow, mother!” to a shawl-covered head,
And bought a morning paper, which neither of us read;
And she wept, “God bless you!” for the apples and pears,
And we gave her all our money but our subway fares.",poem_sum
3995,poem_sum:poemsum_train.csv:231,To Be in Love by Gwendolyn Brooks,"To be in love
Is to touch with a lighter hand.
In yourself you stretch, you are well.
You look at things
Through his eyes.
A cardinal is red.
A sky is blue.
Suddenly you know he knows too.
He is not there but
You know you are tasting together
The winter, or a light spring weather.
His hand to take your hand is overmuch.
Too much to bear.
You cannot look in his eyes
Because your pulse must not say
What must not be said.
When he
Shuts a door-
Is not there_
Your arms are water.
And you are free
With a ghastly freedom.
You are the beautiful half
Of a golden hurt.
You remember and covet his mouth
To touch, to whisper on.
Oh when to declare
Is certain Death!
Oh when to apprize
Is to mesmerize,
To see fall down, the Column of Gold,
Into the commonest ash.",poem_sum
3996,45856,VIST Story 45856,"i need to learn the settings in lowlight , time to read the instructions !",vist
3997,45785,VIST Story 45785,these flowers had a very sweet smell that might have been used in perfume .,vist
3998,poem_sum:poemsum_train.csv:400,Once the World Was Perfect by Joy Harjo,"Once the world was perfect, and we were happy in that world.
Then we took it for granted.
Discontent began a small rumble in the earthly mind.
Then Doubt pushed through with its spiked head.
And once Doubt ruptured the web,
All manner of demon thoughts
Jumped through—
We destroyed the world we had been given
For inspiration, for life—
Each stone of jealousy, each stone
Of fear, greed, envy, and hatred, put out the light.
No one was without a stone in his or her hand.
There we were,
Right back where we had started.
We were bumping into each other
In the dark.
And now we had no place to live, since we didn't know
How to live with each other.
Then one of the stumbling ones took pity on another
And shared a blanket.
A spark of kindness made a light.
The light made an opening in the darkness.
Everyone worked together to make a ladder.
A Wind Clan person climbed out first into the next world,
And then the other clans, the children of those clans, their children,
And their children, all the way through time—
To now, into this morning light to you.",poem_sum
3999,45694,VIST Story 45694,the parents love hearing about how their children are doing .,vist
4000,poem_sum:poemsum_train.csv:305,This is Just to Say by William Carlos Williams,"I have eaten
the plums
that were in
the icebox

and which
you were probably
saving
for breakfast

Forgive me
they were delicious
so sweet
and so cold",poem_sum
4001,poem_sum:poemsum_train.csv:469,Lenten Thoughts of a High Anglican by John Betjeman,"Isn't she lovely, ""the Mistress""?
With her wide-apart grey-green eyes,
The droop of her lips and, when she smiles,
Her glance of amused surprise?

How nonchalantly she wears her clothes,
How expensive they are as well!
And the sound of her voice is as soft and deep
As the Christ Church tenor bell.

But why do I call her ""the Mistress""
Who know not her way of life?
Because she has more of a cared-for air
Than many a legal wife.

How elegantly she swings along
In the vapoury incense veil;
The angel choir must pause in song
When she kneels at the altar rail.

The parson said that we shouldn't stare
Around when we come to church,
Or the Unknown God we are seeking
May forever elude our search.

But I hope that the preacher will not think
It unorthodox and odd
If I add that I glimpse in ""the Mistress""
A hint of the Unknown God.",poem_sum
4002,poem_sum:poemsum_train.csv:573,The Death of Fred Clifton by Lucille Clifton,"I seemed to be drawn
to the center of myself
leaving the edges of me
in the hands of my wife
and I saw with the most amazing
clarity
so that I had not eyes but
sight,
and, rising and turning,
through my skin,
there was all around not the
shapes of things
but oh, at last, the",poem_sum
4003,45971,VIST Story 45971,"wives and children looked on , proud but sad .",vist
4004,poem_sum:poemsum_train.csv:1284,Miniver Cheevy by Edwin Arlington Robinson,"Miniver Cheevy, child of scorn,
Grew lean while he assailed the seasons;
He wept that he was ever born,
And he had reasons.
Miniver loved the days of old
When swords were bright and steeds were prancing;
The vision of a warrior bold
Would set him dancing.
Miniver sighed for what was not,
And dreamed, and rested from his labors;
He dreamed of Thebes and Camelot,
And Priam's neighbors.
Miniver mourned the ripe renown
That made so many a name so fragrant;
He mourned Romance, now on the town,
And Art, a vagrant.
Miniver loved the Medici,
Albeit he had never seen one;
He would have sinned incessantly
Could he have been one.
Miniver cursed the commonplace
And eyed a khaki suit with loathing;
He missed the mediæval grace
Of iron clothing.
Miniver scorned the gold he sought
But sore annoyed was he without it;
Miniver thought, and thought, and thought,
And thought about it.
Miniver Cheevy, born too late,
Scratched his head and kept on thinking;
Miniver coughed, and called it fate, And kept on drinking.",poem_sum
4005,45703,VIST Story 45703,they stopped to check out a truck for sale and their son took a photo by it .,vist
4006,poem_sum:poemsum_train.csv:1430,Rubaiyat XII: A Book of Verses underneath the Bough by Omar Khayyam,"A Book of Verses underneath the Bough,
A Jug of Wine, A Loaf of Bread—and Thou
Beside me singing in the Wilderness—
Oh, Wilderness were Paradise enow!",poem_sum
4007,45876,VIST Story 45876,everyone was really excited and did their best .,vist
4008,46027,VIST Story 46027,the locals embrace their heritage,vist
4009,poem_sum:poemsum_train.csv:1053,Needles and Pins by Shel Silverstein,"Needles and pins,
Needles and pins,
Sew me a sail
To catch me the wind.

Sew me a sail
Strong as a gale,
Carpenter, bring out your
Hammers and nails.

Hammers and nails,
Hammers and nails,
Build me a boat
To go chasing the whales.

Chasing the whales,
Sailing the blue,
Find me a captain
And sign me a crew.

Captain and crew,
Captain and crew,
Take me, oh take me
To anywhere new.",poem_sum
4010,45962,VIST Story 45962,corn on the cob with hamburgers and hot dogs and celebrating our nations freedom . now that 's patriotic indeed .,vist
4011,45747,VIST Story 45747,the city marathon is a huge family friendly event .,vist
4012,45665,VIST Story 45665,he 's taking a picture of you taking a picture of him .,vist
4013,45980,VIST Story 45980,we saw all sorts of different patterns and some had cool sparkles .,vist
4014,poem_sum:poemsum_train.csv:1509,Peter Quince at the Clavier by Wallace Stevens,"Just as my fingers on these keys
Make music, so the selfsame sounds
On my spirit make a music, too.

Music is feeling, then, not sound;
And thus it is that what I feel,
Here in this room, desiring you,

Thinking of your blue-shadowed silk,
Is music. It is like the strain
Waked in the elders by Susanna: 

Of a green evening, clear and warm,
She bathed in her still garden, while
The red-eyed elders, watching, felt

The basses of their beings throb
In witching chords, and their thin blood
Pulse pizzicati of Hosanna.


In the green water, clear and warm,
Susanna lay.
She searched
The touch of springs,
And found
Concealed imaginings.
She sighed,
For so much melody.

Upon the bank, she stood
In the cool
Of spent emotions.
She felt, among the leaves,
The dew
Of old devotions.

She walked upon the grass,
Still quavering.
The winds were like her maids,
On timid feet,
Fetching her woven scarves,
Yet wavering.

A breath upon her hand
Muted the night.
She turned—
A cymbal crashed,
And roaring horns.


Soon, with a noise like tambourines,
Came her attendant Byzantines.

They wondered why Susanna cried
Against the elders by her side;

And as they whispered, the refrain
Was like a willow swept by rain.

Anon, their lamps' uplifted flame
Revealed Susanna and her shame.

And then, the simpering Byzantines
Fled, with a noise like tambourines.


Beauty is momentary in the mind—
The fitful tracing of a portal;
But in the flesh it is immortal.

The body dies; the body's beauty lives.
So evenings die, in their green going,
A wave, interminably flowing.
So gardens die, their meek breath scenting
The cowl of winter, done repenting.
So maidens die, to the auroral
Celebration of a maiden's choral.

Susanna's music touched the bawdy strings
Of those white elders; but, escaping,
Left only Death's ironic scraping.
Now, in its immortality, it plays
On the clear viol of her memory,
And makes a constant sacrament of praise.",poem_sum
4015,45919,VIST Story 45919,some of the people dressed up as the founding fathers for the parade .,vist
