id,dataset_type,name_of_work,content,source
story_0445,story,VIST Story 49041,they decided to go out to see their favorite deejay . some people even dressed formally for the occasion . there were even people in masks and heavy make up . the place was decorated with lights . they had a great night out .,vist:test.story-in-sequence.json:story_49041
story_0446,story,VIST Story 48966,"i love sitting on the grass and watching fireworks on the 4th of july . the blue swirly one has always been one of my favorites . my dog , boomer , did n't like it so much . but it did get [female] 's attention inside the house where she had gone to get a snack . she got back just in time to watch the rest of the pyrotechnic show with me . it was a very happy independence day .",vist:test.story-in-sequence.json:story_48966
story_0447,story,VIST Story 47245,"the location location gets a bad rap , but going there is amazing . we saw statues that date back centuries and it 's really humbling to look at them . of course modern transportation is still kind of iffy out there , so the old ways work best , namely camels . looking at all this history really made us think . what would our legacy be in 1000 years ? and of course there was the sphinx . trust me , seeing it on tv and movies is nothing compared to seeing it in real life .",vist:test.story-in-sequence.json:story_47245
story_0448,story,VIST Story 48325,"at the tech conference , a woman gave a great presentation on cyber secuirt . people were really interested . another woman gave a presentation on international hacking threats . people took lots of notes . but most people were still in their hotel rooms , asleep .",vist:test.story-in-sequence.json:story_48325
story_0449,story,VIST Story 46389,the stands were absolutely packed at this year 's location tech graduation ceremony . there were literally seas of people almost as if there was a sporting event . the commencement came with speeches from the top students in the graduating class . the scoreboard was lit up with a congratulatory message . i will be keeping the program in remembrance of the graduation .,vist:test.story-in-sequence.json:story_46389
story_0450,story,VIST Story 48180,last week i decided to drive out into the city to visit the cemetery . it was deep in downtown so i had to drive through rush hour traffic to get there . when i got there i made sure to read every gravestone that i passed by . there were so many graves there . i did n't have time to visit all of them .,vist:test.story-in-sequence.json:story_48180
story_0451,story,VIST Story 46312,the people gathered to enjoy some professional wrestling . the crowd was full of energy . the vibrant characters made the show very exciting . their advanced moves in the ring kept the crowd entertained . the fans were very pleased with the show .,vist:test.story-in-sequence.json:story_46312
story_0452,story,VIST Story 45638,"our fourth of july barbecue was the best . dad ruled over the grill like a master . there was n't much food left at the end of the day . the kiddie pool was a perfect place to cool your feet on a hot summer day . someone had so much fun , they did n't want to go to bed after their shower .",vist:test.story-in-sequence.json:story_45638
story_0453,story,VIST Story 45905,five star restaurants are cool . the only problem is that sometimes style takes the place of quantity . and you get left with a disappointing plate . but that does n't happen if you know what to order . and then you can think about desert .,vist:test.story-in-sequence.json:story_45905
story_0454,story,VIST Story 49376,there was a problem with the car 's engine and we needed a mechanic . we brought it to [female] who came highly recommended . she was not your typical mechanic . she used some sort of dance to fix the car . the engine magically started . we were able to leave and [female] dances off into the distance .,vist:test.story-in-sequence.json:story_49376
story_0455,story,VIST Story 47704,on our trip to location . stopped off for some reflecting . got to see the organization organization . granddad was ready to march with his organization . mom thoroughly enjoyed the reflecting pool . the march went off without a hitch . we all had a great time and got our message across .,vist:test.story-in-sequence.json:story_47704
story_0456,story,VIST Story 48987,[male] performed a wonderful saxophone solo at the start of the jam session . a couple of people brought their own instruments and attempted to play them . an amateur pianist started to play the entertainer and got a good reception . [male] brought his guitar and began to wail on it . the other musicians started their own jam session and moved to the garage shortly after .,vist:test.story-in-sequence.json:story_48987
story_0457,story,VIST Story 46668,all the guys at the start of a fun night getting a little dancing on after some drinks they were stuck inside doing homework we were outside enjoying the perfect spring weather things got a little weird,vist:test.story-in-sequence.json:story_46668
story_0458,story,VIST Story 45575,jimmy is walking up to the group of people at the farm the pigs are anxiously awaiting jimmys arrival as well jeff doesnt want to hear matt keep asking when jimmy will be there ! ! off int he fireld they see the shape of a man and realize jimmy is there ! ! the girls are really happy to see thier friend,vist:test.story-in-sequence.json:story_45575
story_0459,story,VIST Story 46271,we had a party at my place of employment . it was a going away party . a lot of people came to support me . i really like my co workers . i am going to miss them .,vist:test.story-in-sequence.json:story_46271
story_0460,story,VIST Story 46712,it 's halloween and all the kids are dressed up . she is so cute ! they had a spooky graveyard set up out side . this house was using the grave theme as well . a happy little boy with candy .,vist:test.story-in-sequence.json:story_46712
story_0461,story,VIST Story 47697,"black history month started with a parade at my local college . the sororities came out in support . the small parade went down the main street . they headed towards the college campus , on their way to see the speaker . they carried a sign with the words , `` i have a dream '' , to remind everyone that they were still fighting for racial equality .",vist:test.story-in-sequence.json:story_47697
story_0462,story,VIST Story 46451,"graduation day , and what a huge auditorium ! the visuals were really great . time to walk across the stage . the happy graduate posed with dad she also stopped to pose with mom .",vist:test.story-in-sequence.json:story_46451
story_0463,story,VIST Story 45908,[male] took me to shay rouge tonight . it was so fancy . we had pate de meat . it was $ 50 a plate ! i had to snap another picture of it because it was just a shock of how much it actually cost ! we shared a plate and the waiter snubbed his nose at us . next we had raw beef . it gets prepared and cooked for 3.9 seconds in the broiler and then served . wow it 's cold . the dessert after dinner was unusual . it contained fish eggs . for a $ 600 dinner it sure was crap !,vist:test.story-in-sequence.json:story_45908
story_0464,story,VIST Story 47492,this is a picture of three people . this is a picture of a group . this is a picture of apparel . this is a picture of two men . this is a picture of a crowd .,vist:test.story-in-sequence.json:story_47492
story_0465,story,VIST Story 46134,"this summer , i toured a beautiful cathedral . it was really old , and very pretty on the outside . it had the most beautiful stained glass windows that i have ever seen . there were many rows of stained-wood pews . other people were touring as well .",vist:test.story-in-sequence.json:story_46134
story_0466,story,VIST Story 46914,we took a trip to the cave to see what all the hype was about . the stairs leading down the cave took 10 minutes to walk . there was a motel next to the cave that we stayed at . my husband thought this welcome mat was very ... welcoming . chilled beers were a great way to end our trip .,vist:test.story-in-sequence.json:story_46914
story_0467,story,VIST Story 49391,this car owned by our manager . this red one belongs to my immediate supervisor . the black one owned by our team lead this one owned by our board of director . and i am proud to say that i owned this one .,vist:test.story-in-sequence.json:story_49391
story_0468,story,VIST Story 45751,today i took the children to wood working . the project is to build a giant train . each child contributed to building the train when it was complete the all the trains were connected together . the train was pulled along with all the children in tow .,vist:test.story-in-sequence.json:story_45751
story_0469,story,VIST Story 47128,"the cruise ship look so majestic as it comes in the port . friends are waiting to greet the passengers . the port is all decked out for christmas , including this wonderful tree . this lamp is so cool , i wonder where you find such a thing . any of the passengers would like to get their picture taken professionally certainly have that option here .",vist:test.story-in-sequence.json:story_47128
story_0470,story,VIST Story 49422,"the player in white has the ball , dribbling to the hoop . as he goes up for a shot , the player in red has a quick defense . now in possession of the ball , the red team plans to make a point . the crowd cheers from the sidelines . white team has the ball again and goes up for a shot .",vist:test.story-in-sequence.json:story_49422
story_0471,story,VIST Story 46361,this is where i go to school . i like the building a lot because it looks nice . at this angle it looks even better . a couple of my classmates are going to graduate . this is one beautiful building .,vist:test.story-in-sequence.json:story_46361
story_0472,story,VIST Story 47138,i gave my two sons a long playdate with me today . they got glowsticks that they could play with while it was dark out . they sat and played air hockey by the christmas tree in our house . one of my sons sat on my back when we were sledding down a hill . they watched me snowboard for a while as well .,vist:test.story-in-sequence.json:story_47138
story_0473,story,VIST Story 48800,"out to dinner with friends . we are trying a new place . everyone ordered something different so we could all try it . we were n't sure what this was , but i guess we 'll try it . this did n't look any better but i 'll give it a go . had to wash it all down with lots of drinks . still a fun night .",vist:test.story-in-sequence.json:story_48800
story_0474,story,VIST Story 48019,"i chaperoned a field trip to the theater recently . the play was from the renaissance era . the stage lighting was very historically accurate . however , the theater was quite modern-looking . i thought about the play for a while after i saw it .",vist:test.story-in-sequence.json:story_48019
story_0475,story,VIST Story 47266,[male] and [female] posing for a picture while waiting for the show to start . [female] brought little suzy along to keep her entertained . [female] rocking the pink cowboy hat like only she can . the light started to fade and the music started . [male] dancing to the beat of the music .,vist:test.story-in-sequence.json:story_47266
story_0476,story,VIST Story 45774,"we traveled somewhere we have n't been before . we arrived at our destination . [male] c. curren rests here . another curren member rested here . lastly , a military man 's grave was here .",vist:test.story-in-sequence.json:story_45774
story_0477,story,VIST Story 45579,"hi . every summer we head out midwest to location to visit my relatives and experience country life . here we see my cousin 's pigs and are they huge and noisy pigs . these are my cousins having a fun moment with each other . while it was hot and humid , we really enjoyed the country view with less noise and traffic and no buildings . and these are my friends and relatives while we check out the produce of their farm .",vist:test.story-in-sequence.json:story_45579
story_0478,story,VIST Story 33936,going to a carnival can be a scary thing . some of the rides can be frightening . i never understood how making yourself scared is fun . or spinning until you are sick . i think this is more my speed .,vist:test.story-in-sequence.json:story_33936
story_0479,story,VIST Story 47352,i had a great time at the house party yesterday . some people showed me their cool tattoos . everyone was laughing . some people had fallen asleep . after a few hours i decided to leave because i had work in the morning .,vist:test.story-in-sequence.json:story_47352
story_0480,story,VIST Story 47372,"we visited a historic town today . here is one of the older bells they rang there . the roofs of the houses here were so unique . here is a shrine that was in one of the tourist buildings . at night , we visited a pillar .",vist:test.story-in-sequence.json:story_47372
story_0481,story,VIST Story 49194,walking through the hazy jungle . `` what is that ? '' sploosh ! `` be careful numnuts ! '' `` aieeee pull me out [male] ! '' `` where is this place ? '' `` sorry [male] turns out the native new zealanders figured out the true gods . hell is thataway '' .,vist:test.story-in-sequence.json:story_49194
story_0482,story,VIST Story 49205,flowers bloom . squirrels gather nuts for winter . flowers do n't care what squirrels do . squirrels do n't care what flowers do . flowers bloom some more .,vist:test.story-in-sequence.json:story_49205
story_0483,story,VIST Story 45703,the family packed their luggage to take a vacation . dad was driving and everyone was loaded in the car ready to go . they stopped to check out a truck for sale and their son took a photo by it . off to the vacation they go as they fly away on a 747 airplane . now it is time to sleep . everyone is in the bed and ready to call it a night .,vist:test.story-in-sequence.json:story_45703
story_0484,story,VIST Story 49406,there are many kinds of horns different animals produce different shapes some are hollowed out and used as sound makers others are used for decoration and even weapons,vist:test.story-in-sequence.json:story_49406
story_0485,story,VIST Story 49089,"uncle [male] prepared a feast for his family . [male] 's son was distracted by the baseball game on the tv . one of the best dishes was homemade chicken broth with dumplings . the plate of dessert treats disappeared in minutes . the family gathered together on the couch , full after a big meal .",vist:test.story-in-sequence.json:story_49089
story_0486,story,VIST Story 46877,"halloween parties are the best ! i enjoy getting the food and drinks together while talking to my friends in the kitchen . here are some of my friends having a blast as usual . the redhead , [female] , is so funny ! best make-up went to my friend , [male] . an awesome night with a great group of friends .",vist:test.story-in-sequence.json:story_46877
story_0487,story,VIST Story 47322,welcome to 80s ' night at the organization organization organization and [male] . [female] and [male] dance with [female] [female] . [female] [female] is holding [male] up for the picture . [male] and [female] look like they are having a good time . this is a great 80s ' night this year .,vist:test.story-in-sequence.json:story_47322
story_0488,story,VIST Story 48116,"[male] and [male] are talented artists . they decided to throw a party so friends could come over and see their artwork . the party goers were most impressed with how beautifully decorated the apartment was for the big event . they had some snacks , drinks , and chatted a bit before admiring more of the beautiful sculptures in other rooms . they loved the warm glow of the lights on the giant crucifix . it was a favorite of the guests . the party was so successful [male] and [male] had to end it before guests decided to crash on [male] 's elegant and very comfy bed !",vist:test.story-in-sequence.json:story_48116
story_0489,story,VIST Story 49107,my brother enjoying dinner at mom 's house . my sister is not shy when it comes to good food . save some for me please . my dad with a bottle of homemade red wine . red wine makes any meal taste better . after dinner we had fresh cut strawberries with pound cake . it was nice to see my brother again . he can definitely put away some food .,vist:test.story-in-sequence.json:story_49107
story_0490,story,VIST Story 49258,"this was the most organic hiking trip i 've been on . the berries looked like something straight out of willy wonka 's factory . the animals had a very jurassic park feel to them . i felt like everything looked colorful and thus probably poisonous . the only sane looking thing was the flowers , at least they looked normal .",vist:test.story-in-sequence.json:story_49258
story_0491,story,VIST Story 46085,"for anyone interested in organization organization , this was the place to be . there were displays everywhere , featuring information and welcoming land rover enthusiasts . some of the latest and greatest models were on display . older models were there too , representing the brands earlier days . the lines of organization seemed to go on forever , offering every visitor plenty of opportunity to check them all out .",vist:test.story-in-sequence.json:story_46085
story_0492,story,VIST Story 47421,the green murals was not liked by many . i liked the white mural but did not know what it was . the letters were done nice . i also liked all the trees . the cross was the fan favorite .,vist:test.story-in-sequence.json:story_47421
story_0493,story,VIST Story 47185,"for my painting class i need to do a painting of an outdoor scene , so i took a walk today to get some ideas . this tree captured my interest . i like the shape of the branches . flowers might be an idea . i just do n't know if i should paint several flowers or just one . of course a cluster is also an idea . i have much to think ab out before my next class .",vist:test.story-in-sequence.json:story_47185
story_0494,story,VIST Story 49487,my daughter loves to go to school and this was her first day . she was so excited . she made friends quickly and started playing almost immediately . at lunch she was watching other students play hula-hoop with a dog then it was quiet time and they all sat and learned about the game they were going to play with a green ball . at the end of the day everyone was exhausted and said their good byes and left for the busses . a good first day !,vist:test.story-in-sequence.json:story_49487
story_0495,story,VIST Story 46888,"it was time for our yearly party . there were a lot of people there in really weird costumes . this lady was having a really good time and i loved her costume . we had a blast . there was a lot of laughter and joking around . at the end of the night there were some people that were really tired , but others wanted to keep going .",vist:test.story-in-sequence.json:story_46888
story_0496,story,VIST Story 47363,"location is a wonderful city for tourists -- and pigeons , too ! the famous canals , and the gondolas and barges that travel on them , are the first things everyone wants to see . take the time to explore the magnificent old churches , and you 'll be amazed by beautiful frescoes like this one . you 're never far from a pleasant cafe where you can relax with a snack and some espresso , or a glass of wine . shopping is a delightful adventure here too -- you 'll find everything from fine jewelry to delicious fresh produce !",vist:test.story-in-sequence.json:story_47363
story_0497,story,VIST Story 49420,"a long night , but he went for the basket . he was almost blocked . looking to pass was a hard task . the crowd wanted more from the team . that was the first three-pointer of the night .",vist:test.story-in-sequence.json:story_49420
story_0498,story,VIST Story 49412,"number 19 at the soccer game at the park . he gets the ball , and needs to get it to the goal ... . ... almost a steal but he gets it back ... ..he 's in goal range , and sees an opening ... he kicks ... ... goal ! he makes it and wins the game !",vist:test.story-in-sequence.json:story_49412
story_0499,story,VIST Story 46868,"there was an office costume party about to start up . everybody was waiting outside for the fun . as people sat at their desk they looked a little different all dressed up . some costumes were very creative , with characters we see on tv . this man decided to make this women laugh and say i did n't know we were supposed to dress up . but he snuggles in for a picture with a women dressed for the far out seventies .",vist:test.story-in-sequence.json:story_46868
story_0500,story,VIST Story 48369,the bee team was hard at work today . [male] caught a whole tray of bees . there must have been thousands of them . they produced a lot of honey . some of the bees tried to run away from the ranch .,vist:test.story-in-sequence.json:story_48369
story_0501,story,VIST Story 47477,"we arrives early to buy some food . it smelled so good walking up . every nearby place had their menus set up so everyone could see them . it took us awhile to pick out what to eat . it all looked delicious . we decided on a taco truck that had a particularly cool owner . a lot of other people had the same idea and we stood in line , eagerly awaiting our meals .",vist:test.story-in-sequence.json:story_47477
story_0502,story,VIST Story 48605,the school was full of information . the men we 're dressed in safety suits . i did n't know how well organized the event was . all the men were coordinated . i drove my car home .,vist:test.story-in-sequence.json:story_48605
story_0503,story,VIST Story 46916,the costume party we went to was great ! there was a group who dressed as ninja turtles . one guy came as organization organization . there were tons of fairies and princesses at the party . everyone had fun partying and drinking .,vist:test.story-in-sequence.json:story_46916
story_0504,story,VIST Story 48703,everyone gathered at the house . people gathered to have drinks and converse . old friends who had n't seen each other in years where there . the night went on without a hitch . but we where sad for it to end .,vist:test.story-in-sequence.json:story_48703
story_0505,story,VIST Story 46437,"yesterday , we went to my brothers military school . it was a rather stern looking area . all the men were in uniform . they looked so handsome . i was so proud of my brother serving our country .",vist:test.story-in-sequence.json:story_46437
story_0506,story,VIST Story 47280,i tried baking cookies for halloween this year . i tried to get creative . these lips shaped cookies turned out pretty well . i was also kind of proud of the bat cookies . of course my little brother has to do stuff like this .,vist:test.story-in-sequence.json:story_47280
story_0507,story,VIST Story 49344,its christmas time and everyone is opening gifts . this guy is not impressed . mom gets a book and is excited to read it . someone else gets a keyless entry key for their car . she gets pajamas and does n't look too thrilled about it . finally he gets to open a gift and is excited to do so .,vist:test.story-in-sequence.json:story_49344
story_0508,story,VIST Story 46997,when i got to the party everyone was already there . there were many different kinds of costumes . one was made out of paper . some were very flashy . others were wearing their work uniforms . some people forgot and thought it was a birthday party .,vist:test.story-in-sequence.json:story_46997
story_0509,story,VIST Story 48044,took my kid out to the zoo . he was mesmerized by all the animals there . this little guy was adorable ! he kept coming to the window at us . elephants are such amazing creatures . they 're so intelligent . they even had zebras there ! i 've never seen one this close before . and we ended the day relaxing with our very own animals at home .,vist:test.story-in-sequence.json:story_48044
story_0510,story,VIST Story 47413,"firefighters came to talk with our company to give a bomb safety class after someone made a bomb threat . our national guard came to sweep the office . now we are back at work . while the national guard was there , some of us made friends with them . now we hang out sometimes .",vist:test.story-in-sequence.json:story_47413
story_0511,story,VIST Story 49083,cook up some location balls for soup . cook some green beans . cook some kosher meat . put all of the dishes together for a delightful passover meal . celebrate passover with loved ones .,vist:test.story-in-sequence.json:story_49083
story_0512,story,VIST Story 49037,"do you see this huge crowd ? look at all these people . everyone having fun and laughing . people singing and dancing . everyone together , no fights , no hate , just everyone together for one focus . this is what concerts are all about .",vist:test.story-in-sequence.json:story_49037
story_0513,story,VIST Story 47532,"these maps show where all the major storms were . a large tornado touched down . everyone in the neighborhood was in fear of losing their homes . as you see , the clouds were very dark and sinister . they brought heavy rainfall and flooded roads .",vist:test.story-in-sequence.json:story_47532
story_0514,story,VIST Story 47079,man dancing to the ground . letting a fan sing in the mic . singer singing to the crowd . musicians playing their guitars . thanking his fans for their support .,vist:test.story-in-sequence.json:story_47079
story_0515,story,VIST Story 47362,"many birds were present in the inner city . the family took a picture of all the birds . the family walked towards the center of the city in search of riding a gondola . after riding a gondola , we decided to visit a cathedral . we were beginning to get hungry . the table in the middle is where we decided to eat . the family tried fresh fruit . most of the fruit was bought at these little merchant stands throughout the city .",vist:test.story-in-sequence.json:story_47362
story_0516,story,VIST Story 49136,i decided to explore the beautiful coastline in location by taking a drive . after driving for 45 minutes i found a nice spot to pull over and enjoy the view . i pulled over into the spot . i was the only one there ! i looked out of the drivers side window and saw this beautiful view . i got out of the car and looked over the edge down over the rocky outcroppings and to the ocean below .,vist:test.story-in-sequence.json:story_49136
story_0517,story,VIST Story 47312,"the man gets onto the subway , ready to go to the race . his friends and family cheer him on . they yell : `` go [male] ! '' as he runs by . the runners make it through the course . everyone poses for a picture with the winner .",vist:test.story-in-sequence.json:story_47312
story_0518,story,VIST Story 49442,"before the match , the wrestlers warm up . while others look on , the challengers face one another . the match begins . a winner is decided ! the winner is awarded the prize .",vist:test.story-in-sequence.json:story_49442
story_0519,story,VIST Story 46095,the party was starting . it was held at the churches festival . people wore costumes . the singer was talented . we danced the night away until we dropped .,vist:test.story-in-sequence.json:story_46095
story_0520,story,VIST Story 46662,"a mermaid was stranded on the beach and began to take a nap . he dreamed that a giant , evil cat was going to come and get him . the girl in the dream read braille in order to call for the monkey to save them . the monkey came to help him . the monkey gave the girl a scooter so she could escape the cat .",vist:test.story-in-sequence.json:story_46662
story_0521,story,VIST Story 48812,today was my birthday and my whole family was there . we had a lot of food and drinks . we even took many pictures together . my parents were also having a great time . someone gave me a chicken as a present .,vist:test.story-in-sequence.json:story_48812
story_0522,story,VIST Story 48102,i had to go out and buy a lot of beer for the party but they were sold out . we decided to go to a bar instead since we could not get any beer . there were only tow bartenders that night . after that we left and drove to a lounge to relax . we had a great time there .,vist:test.story-in-sequence.json:story_48102
story_0523,story,VIST Story 46786,work was very fun yesterday because everyone dressed up for halloween . some people had uniforms as costumes . most people took the time to dress up nicely . there were a lot of great costume ideas . everyone had a great time .,vist:test.story-in-sequence.json:story_46786
story_0524,story,VIST Story 49117,setting the tables nice and neat for the party . so wonderful that everyone could make it little one is finally getting a handle on feeding himself . this family encourages helping yourself ! after dinner ruminations with the family .,vist:test.story-in-sequence.json:story_49117
story_0525,story,VIST Story 47344,there was a fun time at the airport . people were dancing and taking photos of themselves as well as random people . people were greeting others as well .,vist:test.story-in-sequence.json:story_47344
story_0526,story,VIST Story 47227,"the sun casts no shadow on the church . the benches were made of the finest wood . the street signs were cheap because they bend easily . fortunately , the business is successful at this time of year . there was not much going on in the city however .",vist:test.story-in-sequence.json:story_47227
story_0527,story,VIST Story 45593,people are sitting on the floor . a grandmother is holding her grandchild . a man is holding a baby . a family is holding a baby . a man is holding his child .,vist:test.story-in-sequence.json:story_45593
story_0528,story,VIST Story 49360,"the crowd starts to gather as the race cars start to pull up and prepare for the race . the race is about to start and the cars are lining up while the crowd cheers . the cheerios car is off to a good start . the bud car has pulled ahead of the cheerios car and is in the lead . it is the final lap and the lowe 's car is in the lead , the crowd goes wide .",vist:test.story-in-sequence.json:story_49360
story_0529,story,VIST Story 45740,everyone piled into the driveway for some summer fun . the little dog was there to greet people as they came in . the little boy was excited for all the new faces . they had fun swimming in the pool in the backyard . they also took a hike and captured some of the local scenery . it was quite a fun day .,vist:test.story-in-sequence.json:story_45740
story_0530,story,VIST Story 45673,dads retirement party went really well . he was totally surprised . and he loved the restaurant we chose . three generations right here ... soon to be 4 ! 35 years with the same company ! wtg dad ! thanks to everyone for keeping it a secret . we all had so much fun .,vist:test.story-in-sequence.json:story_45673
story_0531,story,VIST Story 47425,i went for a hike last weekend . we went through the entire forest . it was very dense . when we finally got to the village we were very hungry . the locals made us some food .,vist:test.story-in-sequence.json:story_47425
story_0532,story,VIST Story 49394,"there was a car show in the village center today . classic cars were on display . and modern cars were welcome , too . some of the drivers took a spin around the village in their cars . other drivers just parked their automobiles at the curb so fans could admire them . this driver parked right at the corner , so his car could be seen by everyone coming into the village .",vist:test.story-in-sequence.json:story_49394
story_0533,story,VIST Story 48168,[male] and [female] talk about the seating and office arrangements for the new office . [female] and [male] love [male] and [female] 's ideas . [male] calls in [female] to get help on organizing the new seating charts and office rooms . [female] uses her computer and figures up different ways to set up the offices and seats . after working hard she displays the office chart on the way . everybody has their own chairs and office .,vist:test.story-in-sequence.json:story_48168
story_0534,story,VIST Story 48979,"the market was having a huge sale today , so the workers expected a lot of people to drive by . before they opened , they set out all of their produce , and made sure there were signs explaining how the sale worked . finally , people started showing up , and the sale was a great hit .",vist:test.story-in-sequence.json:story_48979
story_0535,story,VIST Story 47795,"one day we decided to take a hike through the forest . eventually we got to a road and followed that instead . there were some animals along the side , including some cows . we also found a farm that had some goats . soon we were back in the forest , hiking again .",vist:test.story-in-sequence.json:story_47795
story_0536,story,VIST Story 46936,all the boys gathered to go out that night . there was a big party at he local club . a lot of people were starting to show up . most were dressed for the holiday . the line was getting long to get in .,vist:test.story-in-sequence.json:story_46936
story_0537,story,VIST Story 46123,there was no traffic to hamper her plans . she went to the farmers market . a variety of vegetables were available for purchase . later her son took advantage of the good weather by exploring the outdoors . a good meal was prepared from the goods from the market .,vist:test.story-in-sequence.json:story_46123
story_0538,story,VIST Story 49313,we started the holidays by settig up a tiny christmas tree . the streets where calm outside . everyone was celebrating the holidays . i went for an afternoon walk to my favorite spot before heading home . the family sat together and celebrated christmas . the night came to an end and everyone slowly went home .,vist:test.story-in-sequence.json:story_49313
story_0539,story,VIST Story 49471,the yellow shirt lines up the ball for a goal . the green and white shirt chases the red shirt for the ball . two players battle it out for the ball . the red shirt is intent on getting the ball back . the green and white shirt tries to block the goal .,vist:test.story-in-sequence.json:story_49471
story_0540,story,VIST Story 47448,people are walking into the convention . everybody is gathering up preparing for the new technology to be displayed . the new iphone is displayed showcasing its new features . new tablets are being displayed and showcased . a brand new car is being shown as part of the winner of the raffle when you enter .,vist:test.story-in-sequence.json:story_47448
story_0541,story,VIST Story 48214,"this is a speed dating meetup . here , the daters mingle during social hour with live musical entertainment . here is a close-up view of the daters chatting with each other with champagne flutes in their hands . here , two speed daters ( not dating each other ! ) discuss their thoughts on the meetup . this is a to-go table full of snacks for the speed daters to pick up on their way out , provided as a thank you for coming .",vist:test.story-in-sequence.json:story_48214
story_0542,story,VIST Story 47914,two boys pose for the camera like cool dudes . they are having a sleepover and are very excited . they camp out in the living room in front of the tv . they dress up with bags making them into clothing items . finally dad decides to give them piggy back rides .,vist:test.story-in-sequence.json:story_47914
story_0543,story,VIST Story 48916,my mom can be annoying sometimes . yesterday she went around taking extreme closeups of people . dad was annoyed . my older brother was annoyed . my little brother 's annoyance is obvious .,vist:test.story-in-sequence.json:story_48916
story_0544,story,VIST Story 48843,"our first live performance , our drummer was ready . and our guitarist was jamming it out . between sets we could mingle with the crowd . one of the best things about being in a band are the hot girls that are always around . back to business and playing our encore . it was great .",vist:test.story-in-sequence.json:story_48843
story_0545,story,VIST Story 48083,"the little baby was excited to play with his family members at the reunion . everyone got in line for the food , and then everyone passed around the baby . he even got his uncle to hold him for a little while . great fun and many laughs were had by all .",vist:test.story-in-sequence.json:story_48083
story_0546,story,VIST Story 46745,here is an old picture of my dad . this is me when i was 7 years old . that 's my kindergarten class picture with mrs. jones front and center . the first day my kid brother was born . my baseball card from my senior year in high school .,vist:test.story-in-sequence.json:story_46745
story_0547,story,VIST Story 47892,"my photo-taking journey around the city started with this lovely scaffolding under a deep blue sky . this lovely gentleman on this tri-ped breezed past me . the beautiful trashcan gave me inspriation as contrasta gainst the grey street stripes . the stained glass i saw later on reminded me of old englande . and near the end , this chimney swept my heart away in atmospheric ruminations .",vist:test.story-in-sequence.json:story_47892
story_0548,story,VIST Story 48765,our family loves to play dress up . it 's a great to pass the time . we have a lot of different things to try . the kids really enjoy it . we should do it again sometime .,vist:test.story-in-sequence.json:story_48765
story_0549,story,VIST Story 47474,there was the old piano that there also was theis amazing radio my grandma had the same music player that i found in the store there was also a picture that we found there from the old days we ended up buying some pictures as gifts,vist:test.story-in-sequence.json:story_47474
story_0550,story,VIST Story 48813,my family threw me a surprise party this weekend . i got to be a king and i was in charge of blowing out all the candles in the house . here i am looking cool with my king 's hate on . my mother and father also enjoyed the day with me . here is my pet chicken [male] he made a guest appearance at my birthday .,vist:test.story-in-sequence.json:story_48813
story_0551,story,VIST Story 47811,we all gathered at grandma 's house for her birthday . we had n't seen each other in a while . it was great to catch up with the cousins and aunts . we celebrated with cake and laughter .,vist:test.story-in-sequence.json:story_47811
story_0552,story,VIST Story 47029,"everyone lines up before the race starts . the gun goes off and everyone starts running . at the one mile mark we have lost half of the runners . at the end of the race people started showing up . one after another , people made some good time !",vist:test.story-in-sequence.json:story_47029
story_0553,story,VIST Story 48106,a big meal is prepared . everyone pitches in to make the meal and everyone enjoys . the family is together celebrating an occasion . the boys pose with the birthday cake . the family enjoys each other 's company .,vist:test.story-in-sequence.json:story_48106
story_0554,story,VIST Story 46367,i went to my graduation ceremony yesterday . there were a lot of students graduating . we were all very happy to finally be done with school . i was very happy to receive my diploma . my entire family came out to support me .,vist:test.story-in-sequence.json:story_46367
story_0555,story,VIST Story 45788,special report : a new breed of flower has been discovered ! scientists wonder about the strange purple dots . but then it was discovered that the flowers were planted in whine . reports find that it was grown by a drunk gardener . we did not receive any comment from him .,vist:test.story-in-sequence.json:story_45788
story_0556,story,VIST Story 45563,i bought my son a new bicycle for his birthday . he spent the afternoon riding it up and down the road . he rode it pretty far into a wooded area . then he rode it out to the docks and stopped to watch the boats on the water . all that riding tired him out and he fell asleep on our car ride back home .,vist:test.story-in-sequence.json:story_45563
story_0557,story,VIST Story 46446,"walking to his masters graduation . cap and gown , hooded , and ready to go . an admission ticket to the commencement . president ready to speak for the class of 2007 . his master of science degree from the organization organization organization .",vist:test.story-in-sequence.json:story_46446
story_0558,story,VIST Story 47735,some people watched our march from their work place . people in the restaurant showed their support . even the children participated . we crossed the last street on our route . a lone bicyclist closed in the ranks at the end .,vist:test.story-in-sequence.json:story_47735
story_0559,story,VIST Story 49277,it was a great day to take a hike . they never knew where they were going next . old machinery was still in its place . what a simpler time they lived in . there was so much to see all around .,vist:test.story-in-sequence.json:story_49277
story_0560,story,VIST Story 45576,"we went to a vineyard for the holiday weekend . there were pigs there ! it was my first time seeing such pigs . our friend wore a funny hat that caught everyone 's attention . he was the subject for many jokes . later , we all gathered at the long table to eat and drink wine .",vist:test.story-in-sequence.json:story_45576
story_0561,story,VIST Story 48725,we left on the subway to get to the convention venue . hundreds of people and computers were lined up . we pulled an all-nighter and only broke briefly to eat . we were at it so long that we got kind of punchy from lack of sleep . it was a really fun way to spend our weekend in the city .,vist:test.story-in-sequence.json:story_48725
